Away_Manager_Name,Away_Team_Country,Away_Team_Gender,Away_Team_Name,Away_Team_Score,Competition_Country,Competition_Name,Competition_Stage,Home_Manager_Name,Home_Team_Country,Home_Team_Gender,Home_Team_Name,Home_Team_Score,Referee_Country,Referee_Name,Season_Name,Stadium_Name
Jocelyn Gourvennec,France,male,Guingamp,0,France,Ligue 1,Regular Season,Michel Der Zakarian,France,male,Nantes,1,France,Benoît Bastien,2015/2016,Stade de la Beaujoire - Louis Fonteneau
Thierry Laurey,France,male,Gazélec Ajaccio,0,France,Ligue 1,Regular Season,Jean-Marc Furlan,France,male,Troyes,0,France,Jérôme Miguelgorry,2015/2016,Stade de l''Aube
Philippe Jacques William Montanier,France,male,Rennes,1,France,Ligue 1,Regular Season,Ghislain Printant,France,male,Bastia,2,France,Sébastien Moreira,2015/2016,Stade Armand-Césari
Patrice Garande,France,male,Caen,1,France,Ligue 1,Regular Season,Marcelo Alberto Bielsa Caldera,France,male,Marseille,0,France,Frank Schneider,2015/2016,Orange Vélodrome
Sarina Glotzbach-Wiegman,England,female,England Women's,3,International,Women's World Cup,Semi-finals,Tony Gustavsson,Australia,female,Australia Women's,1,United States of America,Tori Penso,2023,Accor Stadium
Sarina Glotzbach-Wiegman,England,female,England Women's,0,International,Women's World Cup,Final,Jorge Vilda,Spain,female,Spain Women's,1,United States of America,Tori Penso,2023,Accor Stadium
Tony Gustavsson,Australia,female,Australia Women's,0,International,Women's World Cup,3rd Place Final,Peter Gerhardsson,Sweden,female,Sweden Women's,2,Wales,Cheryl Foster,2023,Brisbane Stadium
Peter Gerhardsson,Sweden,female,Sweden Women's,1,International,Women's World Cup,Semi-finals,Jorge Vilda,Spain,female,Spain Women's,2,Brazil,Edina Alves Batista,2023,Eden Park
Bruce Mwape,Zambia,female,Zambia Women's,0,International,Women's World Cup,Group Stage,Jorge Vilda,Spain,female,Spain Women's,5,Korea (South),Hyeon-Jeong Oh,2023,Eden Park
Ignacio Quintana Toledo,Panama,female,Panama Women's,0,International,Women's World Cup,Group Stage,Pia Mariane Sundhage,Brazil,female,Brazil Women's,4,Wales,Cheryl Foster,2023,Coopers Stadium
Francisco Miguel Conceição Roque Neto,Portugal,female,Portugal Women's,0,International,Women's World Cup,Group Stage,Andries Jonker,Netherlands,female,Netherlands Women's,1,,,2023,Forsyth Barr
Jorge Vilda,Spain,female,Spain Women's,0,International,Women's World Cup,Group Stage,Futoshi Ikeda,Japan,female,Japan Women's,4,United States of America,Katja Koroleva,2023,Wellington Regional Stadium
Milena Bertolini,Italy,female,Italy Women's,0,International,Women's World Cup,Group Stage,Peter Gerhardsson,Sweden,female,Sweden Women's,5,Wales,Cheryl Foster,2023,Wellington Regional Stadium
Beverly Priestman,Canada,female,Canada Women's,0,International,Women's World Cup,Group Stage,Randy Marlon Waldrum,Nigeria,female,Nigeria Women's,0,Finland,Lina Lehtovaara,2023,AAMI Park
Lorne Julian Donaldson,Jamaica,female,Jamaica Women's,0,International,Women's World Cup,Round of 16,Nelson Abadía Aragón,Colombia,female,Colombia Women's,1,Australia,Kate Jacewicz,2023,AAMI Park
Hervé Renard,France,female,France Women's,0,International,Women's World Cup,Quarter-finals,Tony Gustavsson,Australia,female,Australia Women's,0,Chile,María Belén Carvajal Peña,2023,Brisbane Stadium
Nelson Abadía Aragón,Colombia,female,Colombia Women's,1,International,Women's World Cup,Quarter-finals,Sarina Glotzbach-Wiegman,England,female,England Women's,2,United States of America,Katja Koroleva,2023,Accor Stadium
Vlatko Andonovski,United States of America,female,United States Women's,0,International,Women's World Cup,Round of 16,Peter Gerhardsson,Sweden,female,Sweden Women's,0,France,Stéphanie Frappart,2023,AAMI Park
Desiree Ellis,South Africa,female,South Africa Women's,0,International,Women's World Cup,Round of 16,Andries Jonker,Netherlands,female,Netherlands Women's,2,Japan,Yoshimi Yamashita,2023,Allianz Stadium (Sydney)
Andries Jonker,Netherlands,female,Netherlands Women's,1,International,Women's World Cup,Quarter-finals,Jorge Vilda,Spain,female,Spain Women's,2,France,Stéphanie Frappart,2023,Wellington Regional Stadium
Peter Gerhardsson,Sweden,female,Sweden Women's,2,International,Women's World Cup,Quarter-finals,Futoshi Ikeda,Japan,female,Japan Women's,1,Switzerland,Esther Staubli,2023,Eden Park
Andries Jonker,Netherlands,female,Netherlands Women's,1,International,Women's World Cup,Group Stage,Vlatko Andonovski,United States of America,female,United States Women's,1,Japan,Yoshimi Yamashita,2023,Wellington Regional Stadium
Reynald Pedros,Morocco,female,Morocco Women's,0,International,Women's World Cup,Round of 16,Hervé Renard,France,female,France Women's,4,United States of America,Tori Penso,2023,Coopers Stadium
Vlatko Andonovski,United States of America,female,United States Women's,0,International,Women's World Cup,Group Stage,Francisco Miguel Conceição Roque Neto,Portugal,female,Portugal Women's,0,England,Rebecca Welch,2023,Eden Park
Lars Søndergaard,Denmark,female,Denmark Women's,0,International,Women's World Cup,Round of 16,Tony Gustavsson,Australia,female,Australia Women's,2,England,Rebecca Welch,2023,Stadium Australia
Randy Marlon Waldrum,Nigeria,female,Nigeria Women's,0,International,Women's World Cup,Round of 16,Sarina Glotzbach-Wiegman,England,female,England Women's,0,Honduras,Melissa Paola Borjas Pastrana,2023,Brisbane Stadium
Hege Riise,Norway,female,Norway Women's,1,International,Women's World Cup,Round of 16,Futoshi Ikeda,Japan,female,Japan Women's,3,Brazil,Edina Alves Batista,2023,Wellington Regional Stadium
Jorge Vilda,Spain,female,Spain Women's,5,International,Women's World Cup,Round of 16,Inka Grings,Switzerland,female,Switzerland Women's,1,Wales,Cheryl Foster,2023,Eden Park
Bruce Mwape,Zambia,female,Zambia Women's,3,International,Women's World Cup,Group Stage,Amelia Valverde,Costa Rica,female,Costa Rica Women's,1,Morocco,Bouchra Karboubi,2023,FMG Stadium Waikato
Lars Søndergaard,Denmark,female,Denmark Women's,0,International,Women's World Cup,Group Stage,Sarina Glotzbach-Wiegman,England,female,England Women's,1,Sweden,Tess Olofsson,2023,Allianz Stadium (Sydney)
Desiree Ellis,South Africa,female,South Africa Women's,2,International,Women's World Cup,Group Stage,Germán Darío Portanova,Argentina,female,Argentina Women's,2,New Zealand,Anna-Marie Keighley,2023,Forsyth Barr
Nicolas Michel Gregory Delépine,Haiti,female,Haiti Women's,0,International,Women's World Cup,Group Stage,Qingxia Shui,China,female,China PR Women's,1,Spain,Marta Huerta de Aza,2023,Coopers Stadium
Ð?c Chung Mai,Vietnam,female,Vietnam Women's,0,International,Women's World Cup,Group Stage,Francisco Miguel Conceição Roque Neto,Portugal,female,Portugal Women's,2,Rwanda,Salima Mukansanga,2023,FMG Stadium Waikato
Randy Marlon Waldrum,Nigeria,female,Nigeria Women's,3,International,Women's World Cup,Group Stage,Tony Gustavsson,Australia,female,Australia Women's,2,Switzerland,Esther Staubli,2023,Brisbane Stadium
Vera Pauw,Ireland,female,Republic of Ireland Women's,1,International,Women's World Cup,Group Stage,Beverly Priestman,Canada,female,Canada Women's,2,Argentina,Laura Fortunato,2023,HBF Park
Hege Riise,Norway,female,Norway Women's,0,International,Women's World Cup,Group Stage,Inka Grings,Switzerland,female,Switzerland Women's,0,France,Stéphanie Frappart,2023,FMG Stadium Waikato
Vera Pauw,Ireland,female,Republic of Ireland Women's,0,International,Women's World Cup,Group Stage,Tony Gustavsson,Australia,female,Australia Women's,1,Brazil,Edina Alves Batista,2023,Accor Stadium
Lorne Julian Donaldson,Jamaica,female,Jamaica Women's,0,International,Women's World Cup,Group Stage,Hervé Renard,France,female,France Women's,0,Chile,María Belén Carvajal Peña,2023,Allianz Stadium (Sydney)
Inka Grings,Switzerland,female,Switzerland Women's,2,International,Women's World Cup,Group Stage,Alen Stajcic,Philippines,female,Philippines Women's,0,Togo,Vincentia Enyonam Amedome,2023,Forsyth Barr
Nicolas Michel Gregory Delépine,Haiti,female,Haiti Women's,0,International,Women's World Cup,Group Stage,Sarina Glotzbach-Wiegman,England,female,England Women's,1,Venezuela (Bolivarian Republic),Emikar Caldera Barrera,2023,Brisbane Stadium
Ð?c Chung Mai,Vietnam,female,Vietnam Women's,0,International,Women's World Cup,Group Stage,Vlatko Andonovski,United States of America,female,United States Women's,3,Morocco,Bouchra Karboubi,2023,Eden Park
Amelia Valverde,Costa Rica,female,Costa Rica Women's,0,International,Women's World Cup,Group Stage,Jorge Vilda,Spain,female,Spain Women's,3,Australia,Casey Reibelt,2023,Wellington Regional Stadium
Hege Riise,Norway,female,Norway Women's,0,International,Women's World Cup,Group Stage,Jitka Klimková,New Zealand,female,New Zealand Women's,1,Japan,Yoshimi Yamashita,2023,Eden Park
Nelson Abadía Aragón,Colombia,female,Colombia Women's,0,International,Women's World Cup,Group Stage,Reynald Pedros,Morocco,female,Morocco Women's,1,Italy,Maria Sole Ferrieri Caputi,2023,HBF Park
Martina Voss-Tecklenburg,Germany,female,Germany Women's,1,International,Women's World Cup,Group Stage,Colin Bell,Korea (South),female,Korea Republic Women's,1,New Zealand,Anna-Marie Keighley,2023,Brisbane Stadium
Pia Mariane Sundhage,Brazil,female,Brazil Women's,0,International,Women's World Cup,Group Stage,Lorne Julian Donaldson,Jamaica,female,Jamaica Women's,0,Switzerland,Esther Staubli,2023,AAMI Park
Milena Bertolini,Italy,female,Italy Women's,2,International,Women's World Cup,Group Stage,Desiree Ellis,South Africa,female,South Africa Women's,3,Chile,María Belén Carvajal Peña,2023,Wellington Regional Stadium
Peter Gerhardsson,Sweden,female,Sweden Women's,2,International,Women's World Cup,Group Stage,Germán Darío Portanova,Argentina,female,Argentina Women's,0,Rwanda,Salima Mukansanga,2023,FMG Stadium Waikato
Hervé Renard,France,female,France Women's,6,International,Women's World Cup,Group Stage,Ignacio Quintana Toledo,Panama,female,Panama Women's,3,Argentina,Laura Fortunato,2023,Allianz Stadium (Sydney)
Sarina Glotzbach-Wiegman,England,female,England Women's,6,International,Women's World Cup,Group Stage,Qingxia Shui,China,female,China PR Women's,1,Australia,Casey Reibelt,2023,Coopers Stadium
Andries Jonker,Netherlands,female,Netherlands Women's,7,International,Women's World Cup,Group Stage,Ð?c Chung Mai,Vietnam,female,Vietnam Women's,0,Croatia,Ivana Martincic,2023,Forsyth Barr
Lars Søndergaard,Denmark,female,Denmark Women's,2,International,Women's World Cup,Group Stage,Nicolas Michel Gregory Delépine,Haiti,female,Haiti Women's,0,Korea (South),Hyeon-Jeong Oh,2023,HBF Park
