Away_Manager_Name,Away_Team_Country,Away_Team_Gender,Away_Team_Name,Away_Team_Score,Competition_Country,Competition_Name,Competition_Stage,Home_Manager_Name,Home_Team_Country,Home_Team_Gender,Home_Team_Name,Home_Team_Score,Referee_Country,Referee_Name,Season_Name,Stadium_Name
Enrique Sánchez Flores,England,male,Watford,0,England,Premier League,Regular Season,Alan Curtis,Wales,male,Swansea City,1,England,Michael Oliver,2015/2016,Swansea.com Stadium
Francesco Guidolin,Wales,male,Swansea City,2,England,Premier League,Regular Season,Roberto Martínez Montoliú,England,male,Everton,1,England,Anthony Taylor,2015/2016,Goodison Park
Sam Allardyce,England,male,Sunderland,1,England,Premier League,Regular Season,Ronald Koeman,England,male,Southampton,1,England,Neil Swarbrick,2015/2016,St. Mary''s Stadium
Claudio Ranieri,England,male,Leicester City,1,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,1,England,Michael Oliver,2015/2016,Old Trafford
Tony Pulis,England,male,West Bromwich Albion,0,England,Premier League,Regular Season,Ronald Koeman,England,male,Southampton,3,England,Martin Atkinson,2015/2016,St. Mary''s Stadium
Alan Pardew,England,male,Crystal Palace,0,England,Premier League,Regular Season,Rafael Benítez Maudes,England,male,Newcastle United,1,England,Mike Dean,2015/2016,St. James'' Park
Sam Allardyce,England,male,Sunderland,3,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,0,England,Andre Marriner,2015/2016,Carrow Road
Alan Pardew,England,male,Crystal Palace,2,England,Premier League,Regular Season,Slaven Bilic,England,male,West Ham United,2,England,Mark Clattenburg,2015/2016,Boleyn Ground
Eddie Howe,England,male,AFC Bournemouth,3,England,Premier League,Regular Season,Steve McClaren,England,male,Newcastle United,1,England,Paul Tierney,2015/2016,St. James'' Park
Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,3,England,Premier League,Regular Season,Alan Pardew,England,male,Crystal Palace,1,England,Martin Atkinson,2015/2016,Selhurst Park
Claudio Ranieri,England,male,Leicester City,1,England,Premier League,Regular Season,Alan Pardew,England,male,Crystal Palace,0,England,Mike Jones,2015/2016,Selhurst Park
Enrique Sánchez Flores,England,male,Watford,0,England,Premier League,Regular Season,Ronald Koeman,England,male,Southampton,2,England,Craig Pawson,2015/2016,St. Mary''s Stadium
Alex Neil,England,male,Norwich City,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,1,England,Mike Jones,2015/2016,Emirates Stadium
Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,4,England,Premier League,Regular Season,Mark Hughes,England,male,Stoke City,0,England,Neil Swarbrick,2015/2016,bet365 Stadium
Eddie Howe,England,male,AFC Bournemouth,0,England,Premier League,Regular Season,Ronald Koeman,England,male,Southampton,2,England,Craig Pawson,2015/2016,St. Mary''s Stadium
Slaven Bilic,England,male,West Ham United,3,England,Premier League,Regular Season,Tony Pulis,England,male,West Bromwich Albion,0,England,Lee Mason,2015/2016,The Hawthorns
Steve McClaren,England,male,Newcastle United,0,England,Premier League,Regular Season,Tony Pulis,England,male,West Bromwich Albion,1,England,Mike Jones,2015/2016,The Hawthorns
Ronald Koeman,England,male,Southampton,2,England,Premier League,Regular Season,Mark Hughes,England,male,Stoke City,1,England,Lee Mason,2015/2016,bet365 Stadium
Slaven Bilic,England,male,West Ham United,1,England,Premier League,Regular Season,Mark Hughes,England,male,Stoke City,2,England,Mike Jones,2015/2016,bet365 Stadium
Ronald Koeman,England,male,Southampton,1,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,0,England,Mike Jones,2015/2016,Old Trafford
Ronald Koeman,England,male,Southampton,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,0,England,Lee Mason,2015/2016,Emirates Stadium
Arsène Wenger,England,male,Arsenal,0,England,Premier League,Regular Season,Mark Hughes,England,male,Stoke City,0,England,Craig Pawson,2015/2016,bet365 Stadium
Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,1,England,Premier League,Regular Season,Rafael Benítez Maudes,England,male,Newcastle United,1,England,Kevin Friend,2015/2016,St. James'' Park
Enrique Sánchez Flores,England,male,Watford,2,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,4,England,Roger East,2015/2016,Carrow Road
Louis van Gaal,England,male,Manchester United,0,England,Premier League,Regular Season,Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,3,England,Mike Dean,2015/2016,White Hart Lane
Louis van Gaal,England,male,Manchester United,1,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,0,England,Craig Pawson,2015/2016,Carrow Road
Jürgen Klopp,England,male,Liverpool,6,England,Premier League,Regular Season,Rémi Garde,England,male,Aston Villa,0,England,Neil Swarbrick,2015/2016,Villa Park
Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,1,England,Premier League,Regular Season,Tony Pulis,England,male,West Bromwich Albion,1,England,Jonathan Moss,2015/2016,The Hawthorns
Jürgen Klopp,England,male,Liverpool,2,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,1,England,Mike Jones,2015/2016,Vitality Stadium
Jürgen Klopp,England,male,Liverpool,2,England,Premier League,Regular Season,Alan Pardew,England,male,Crystal Palace,1,England,Andre Marriner,2015/2016,Selhurst Park
Rémi Garde,England,male,Aston Villa,0,England,Premier League,Regular Season,Francesco Guidolin,Wales,male,Swansea City,1,England,Mike Dean,2015/2016,Swansea.com Stadium
Tony Pulis,England,male,West Bromwich Albion,1,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,1,England,Mark Clattenburg,2015/2016,Vitality Stadium
Slaven Bilic,England,male,West Ham United,2,England,Premier League,Regular Season,Claudio Ranieri,England,male,Leicester City,2,England,Jonathan Moss,2015/2016,King Power Stadium 
Francesco Guidolin,Wales,male,Swansea City,0,England,Premier League,Regular Season,Claudio Ranieri,England,male,Leicester City,4,England,Mark Clattenburg,2015/2016,King Power Stadium 
Claudio Ranieri,England,male,Leicester City,1,England,Premier League,Regular Season,Guus Hiddink,England,male,Chelsea,1,England,Craig Pawson,2015/2016,Stamford Bridge
Tony Pulis,England,male,West Bromwich Albion,2,England,Premier League,Regular Season,Claudio Ranieri,England,male,Leicester City,2,England,Mark Clattenburg,2015/2016,King Power Stadium 
Enrique Sánchez Flores,England,male,Watford,0,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,1,England,Mike Jones,2015/2016,Old Trafford
Alan Pardew,England,male,Crystal Palace,2,England,Premier League,Regular Season,Tony Pulis,England,male,West Bromwich Albion,3,England,Jonathan Moss,2015/2016,The Hawthorns
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,3,England,Craig Pawson,2015/2016,Old Trafford
Arsène Wenger,England,male,Arsenal,3,England,Premier League,Regular Season,Slaven Bilic,England,male,West Ham United,3,England,Craig Pawson,2015/2016,Boleyn Ground
Guus Hiddink,England,male,Chelsea,4,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,1,England,Roger East,2015/2016,Vitality Stadium
Rafael Benítez Maudes,England,male,Newcastle United,2,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,3,England,Mike Dean,2015/2016,Carrow Road
Slaven Bilic,England,male,West Ham United,2,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,2,England,Mike Jones,2015/2016,Carrow Road
Rémi Garde,England,male,Aston Villa,0,England,Premier League,Regular Season,Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,4,England,Lee Mason,2015/2016,Etihad Stadium
Claudio Ranieri,England,male,Leicester City,1,England,Premier League,Regular Season,Rémi Garde,England,male,Aston Villa,1,England,Roger East,2015/2016,Villa Park
Jürgen Klopp,England,male,Liverpool,0,England,Premier League,Regular Season,Slaven Bilic,England,male,West Ham United,2,England,Robert Madley,2015/2016,Boleyn Ground
Steve McClaren,England,male,Newcastle United,0,England,Premier League,Regular Season,Roberto Martínez Montoliú,England,male,Everton,3,England,Craig Pawson,2015/2016,Goodison Park
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,0,England,Kevin Friend,2015/2016,Vitality Stadium
Alan Pardew,England,male,Crystal Palace,0,England,Premier League,Regular Season,Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,4,England,Jonathan Moss,2015/2016,Etihad Stadium
Claudio Ranieri,England,male,Leicester City,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,England,Martin Atkinson,2015/2016,Emirates Stadium
Eddie Howe,England,male,AFC Bournemouth,2,England,Premier League,Regular Season,Eric Black,England,male,Aston Villa,1,England,Martin Atkinson,2015/2016,Villa Park
Steve McClaren,England,male,Newcastle United,1,England,Premier League,Regular Season,Guus Hiddink,England,male,Chelsea,5,England,Roger East,2015/2016,Stamford Bridge
Eric Black,England,male,Aston Villa,0,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,1,England,Kevin Friend,2015/2016,Old Trafford
Steve McClaren,England,male,Newcastle United,1,England,Premier League,Regular Season,Enrique Sánchez Flores,England,male,Watford,2,England,Andre Marriner,2015/2016,Vicarage Road
Francesco Guidolin,Wales,male,Swansea City,2,England,Premier League,Regular Season,Mark Hughes,England,male,Stoke City,2,England,Martin Atkinson,2015/2016,bet365 Stadium
Mark Hughes,England,male,Stoke City,3,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,1,England,Graham Scott,2015/2016,Vitality Stadium
Jürgen Klopp,England,male,Liverpool,0,England,Premier League,Regular Season,Claudio Ranieri,England,male,Leicester City,2,England,Andre Marriner,2015/2016,King Power Stadium 
Slaven Bilic,England,male,West Ham United,3,England,Premier League,Regular Season,Roberto Martínez Montoliú,England,male,Everton,2,England,Anthony Taylor,2015/2016,Goodison Park
Guus Hiddink,England,male,Chelsea,2,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,1,England,Lee Mason,2015/2016,Carrow Road
Louis van Gaal,England,male,Manchester United,1,England,Premier League,Regular Season,Guus Hiddink,England,male,Chelsea,1,England,Michael Oliver,2015/2016,Stamford Bridge
Ronald Koeman,England,male,Southampton,4,England,Premier League,Regular Season,Eric Black,England,male,Aston Villa,2,England,Neil Swarbrick,2015/2016,Villa Park
Tony Pulis,England,male,West Bromwich Albion,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,England,Jonathan Moss,2015/2016,Emirates Stadium
Claudio Ranieri,England,male,Leicester City,1,England,Premier League,Regular Season,Enrique Sánchez Flores,England,male,Watford,0,England,Jonathan Moss,2015/2016,Vicarage Road
Claudio Ranieri,England,male,Leicester City,3,England,Premier League,Regular Season,Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,1,England,Anthony Taylor,2015/2016,Etihad Stadium
Tony Pulis,England,male,West Bromwich Albion,0,England,Premier League,Regular Season,Steve McClaren,England,male,Newcastle United,1,England,Lee Mason,2015/2016,St. James'' Park
Roberto Martínez Montoliú,England,male,Everton,0,England,Premier League,Regular Season,Jürgen Klopp,England,male,Liverpool,4,England,Robert Madley,2015/2016,Anfield 
Alan Pardew,England,male,Crystal Palace,0,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,0,England,Michael Oliver,2015/2016,Vitality Stadium
Roberto Martínez Montoliú,England,male,Everton,0,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,1,England,Andre Marriner,2015/2016,Old Trafford
Alan Pardew,England,male,Crystal Palace,1,England,Premier League,Regular Season,Francesco Guidolin,Wales,male,Swansea City,1,England,Mike Dean,2015/2016,Swansea.com Stadium
Arsène Wenger,England,male,Arsenal,3,England,Premier League,Regular Season,Jürgen Klopp,England,male,Liverpool,3,England,Mike Jones,2015/2016,Anfield 
Alex Neil,England,male,Norwich City,0,England,Premier League,Regular Season,Rémi Garde,England,male,Aston Villa,2,England,Martin Atkinson,2015/2016,Villa Park
Mark Hughes,England,male,Stoke City,0,England,Premier League,Regular Season,Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,4,England,Robert Madley,2015/2016,Etihad Stadium
Sam Allardyce,England,male,Sunderland,2,England,Premier League,Regular Season,Enrique Sánchez Flores,England,male,Watford,2,England,Kevin Friend,2015/2016,Vicarage Road
Alan Pardew,England,male,Crystal Palace,0,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,2,England,Lee Mason,2015/2016,Old Trafford
Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,0,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,0,England,Jonathan Moss,2015/2016,Carrow Road
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,2,England,Anthony Taylor,2015/2016,Etihad Stadium
Sam Allardyce,England,male,Sunderland,2,England,Premier League,Regular Season,Jürgen Klopp,England,male,Liverpool,2,England,Robert Madley,2015/2016,Anfield 
Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,3,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,0,England,Kevin Friend,2015/2016,Carrow Road
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,2,England,Michael Oliver,2015/2016,White Hart Lane
Alan Curtis,Wales,male,Swansea City,1,England,Premier League,Regular Season,Louis van Gaal,England,male,Manchester United,2,England,Jonathan Moss,2015/2016,Old Trafford
Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,2,England,Premier League,Regular Season,Ronald Koeman,England,male,Southampton,4,England,Andre Marriner,2015/2016,St. Mary''s Stadium
Rémi Garde,England,male,Aston Villa,1,England,Premier League,Regular Season,Mark Hughes,England,male,Stoke City,2,England,Kevin Friend,2015/2016,bet365 Stadium
Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,3,England,Premier League,Regular Season,Guus Hiddink,England,male,Chelsea,0,England,Mike Dean,2015/2016,Stamford Bridge
Francesco Guidolin,Wales,male,Swansea City,1,England,Premier League,Regular Season,Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,2,England,Mike Jones,2015/2016,White Hart Lane
Alan Curtis,Wales,male,Swansea City,0,England,Premier League,Regular Season,Alan Pardew,England,male,Crystal Palace,0,England,Neil Swarbrick,2015/2016,Selhurst Park
Roberto Martínez Montoliú,England,male,Everton,3,England,Premier League,Regular Season,Rémi Garde,England,male,Aston Villa,1,England,Roger East,2015/2016,Villa Park
Sam Allardyce,England,male,Sunderland,0,England,Premier League,Regular Season,Slaven Bilic,England,male,West Ham United,1,England,Mike Dean,2015/2016,Boleyn Ground
Tony Pulis,England,male,West Bromwich Albion,1,England,Premier League,Regular Season,Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,1,England,Mike Jones,2015/2016,White Hart Lane
Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,1,England,Premier League,Regular Season,Rafael Benítez Maudes,England,male,Newcastle United,5,England,Anthony Taylor,2015/2016,St. James'' Park
Ronald Koeman,England,male,Southampton,0,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,2,England,Mike Dean,2015/2016,Vitality Stadium
Slaven Bilic,England,male,West Ham United,1,England,Premier League,Regular Season,Steve McClaren,England,male,Newcastle United,2,England,Neil Swarbrick,2015/2016,St. James'' Park
Francesco Guidolin,Wales,male,Swansea City,1,England,Premier League,Regular Season,Tony Pulis,England,male,West Bromwich Albion,1,England,Neil Swarbrick,2015/2016,The Hawthorns
Mark Hughes,England,male,Stoke City,0,England,Premier League,Regular Season,Claudio Ranieri,England,male,Leicester City,3,England,Mike Dean,2015/2016,King Power Stadium 
Enrique Sánchez Flores,England,male,Watford,0,England,Premier League,Regular Season,Jürgen Klopp,England,male,Liverpool,2,England,Lee Mason,2015/2016,Anfield 
Louis van Gaal,England,male,Manchester United,1,England,Premier League,Regular Season,Jürgen Klopp,England,male,Liverpool,0,England,Mark Clattenburg,2015/2016,Anfield 
Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,2,England,Premier League,Regular Season,Enrique Sánchez Flores,England,male,Watford,1,England,Martin Atkinson,2015/2016,Vicarage Road
Jürgen Klopp,England,male,Liverpool,5,England,Premier League,Regular Season,Alex Neil,England,male,Norwich City,4,England,Lee Mason,2015/2016,Carrow Road
Mauricio Roberto Pochettino Trossero,England,male,Tottenham Hotspur,0,England,Premier League,Regular Season,Slaven Bilic,England,male,West Ham United,1,England,Andre Marriner,2015/2016,Boleyn Ground
Tony Pulis,England,male,West Bromwich Albion,1,England,Premier League,Regular Season,Roberto Martínez Montoliú,England,male,Everton,0,England,Michael Oliver,2015/2016,Goodison Park
Manuel Luis Pellegrini Ripamonti,England,male,Manchester City,0,England,Premier League,Regular Season,Rémi Garde,England,male,Aston Villa,0,England,Craig Pawson,2015/2016,Villa Park
Eddie Howe,England,male,AFC Bournemouth,0,England,Premier League,Regular Season,Brendan Rodgers,England,male,Liverpool,1,England,Craig Pawson,2015/2016,Anfield 
Tony Pulis,England,male,West Bromwich Albion,0,England,Premier League,Regular Season,Enrique Sánchez Flores,England,male,Watford,0,England,Paul Tierney,2015/2016,Vicarage Road
Slaven Bilic,England,male,West Ham United,2,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,0,England,Martin Atkinson,2015/2016,Emirates Stadium
Tim Sherwood,England,male,Aston Villa,1,England,Premier League,Regular Season,Eddie Howe,England,male,AFC Bournemouth,0,England,Mark Clattenburg,2015/2016,Vitality Stadium
Garry Monk,Wales,male,Swansea City,2,England,Premier League,Regular Season,José Mario Felix dos Santos Mourinho,England,male,Chelsea,2,England,Michael Oliver,2015/2016,Stamford Bridge
Arsène Wenger,England,male,Arsenal,3,England,Premier League,Regular Season,Dave Jones,England,male,Wolverhampton Wanderers,1,,,2003/2004,Molineux Stadium
Dave Jones,England,male,Wolverhampton Wanderers,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,3,,,2003/2004,Highbury Stadium
Alex Ferguson,England,male,Manchester United,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,1,,,2003/2004,Highbury Stadium
Micky Adams,England,male,Leicester City,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,Highbury Stadium
Alan Curbishley,England,male,Charlton Athletic,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,Highbury Stadium
Arsène Wenger,England,male,Arsenal,4,England,Premier League,Regular Season,Steve McClaren,England,male,Middlesbrough,0,,,2003/2004,Riverside Stadium 
Arsène Wenger,England,male,Arsenal,4,England,Premier League,Regular Season,Peter Reid,England,male,Leeds United,1,,,2003/2004,Elland Road 
,England,male,Arsenal,2,England,Premier League,Regular Season,,England,male,Liverpool,1,,,2003/2004,Anfield 
Claudio Ranieri,England,male,Chelsea,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,Highbury Stadium
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,Graeme Souness,England,male,Blackburn Rovers,0,,,2003/2004,Ewood Park 
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,David O''Leary,England,male,Aston Villa,0,,,2003/2004,Villa Park
Bobby Robson,England,male,Newcastle United,2,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,3,,,2003/2004,Highbury Stadium
Kevin Joseph Keegan,England,male,Manchester City,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,Highbury Stadium
Steve Bruce,England,male,Birmingham City,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,0,,,2003/2004,Highbury Stadium
Arsène Wenger,England,male,Arsenal,0,England,Premier League,Regular Season,Alex Ferguson,England,male,Manchester United,0,,,2003/2004,Old Trafford
Harry Redknapp,England,male,Portsmouth,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,1,,,2003/2004,Highbury Stadium
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,Kevin Joseph Keegan,England,male,Manchester City,1,,,2003/2004,Etihad Stadium
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,Claudio Ranieri,England,male,Chelsea,1,,,2003/2004,Stamford Bridge
Arsène Wenger,England,male,Arsenal,2,England,Premier League,Regular Season,David Pleat,England,male,Tottenham Hotspur,2,,,2003/2004,White Hart Lane
Arsène Wenger,England,male,Arsenal,1,England,Premier League,Regular Season,Gordon Strachan,England,male,Southampton,0,,,2003/2004,St. Mary''s Stadium
David Moyes,England,male,Everton,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,Highbury Stadium
Arsène Wenger,England,male,Arsenal,3,England,Premier League,Regular Season,Steve Bruce,England,male,Birmingham City,0,,,2003/2004,St. Andrews Stadium
Chris Coleman,England,male,Fulham,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,0,,,2003/2004,Highbury Stadium
David Pleat,England,male,Tottenham Hotspur,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,Highbury Stadium
,England,male,Liverpool,2,England,Premier League,Regular Season,,England,male,Arsenal,4,,,2003/2004,Highbury Stadium
Graeme Souness,England,male,Blackburn Rovers,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,1,,,2003/2004,Highbury Stadium
Eddie Gray,England,male,Leeds United,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,5,,,2003/2004,Highbury Stadium
Arsène Wenger,England,male,Arsenal,1,England,Premier League,Regular Season,Sam Allardyce,England,male,Bolton Wanderers,1,,,2003/2004,University of Bolton Stadium
Arsène Wenger,England,male,Arsenal,1,England,Premier League,Regular Season,Chris Coleman,England,male,Fulham,0,,,2003/2004,Loftus Road
Arsène Wenger,England,male,Arsenal,1,England,Premier League,Regular Season,Harry Redknapp,England,male,Portsmouth,1,England,Michael Riley,2003/2004,
Arsène Wenger,England,male,Arsenal,1,England,Premier League,Regular Season,Micky Adams,England,male,Leicester City,1,England,Robert Styles,2003/2004,
Gordon Strachan,England,male,Southampton,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,England,Neale Barry,2003/2004,
Arsène Wenger,England,male,Arsenal,1,England,Premier League,Regular Season,David Moyes,England,male,Everton,1,England,Alan Wiley,2003/2004,
David O''Leary,England,male,Aston Villa,0,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,
Steve McClaren,England,male,Middlesbrough,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,4,,,2003/2004,Highbury Stadium
Sam Allardyce,England,male,Bolton Wanderers,1,England,Premier League,Regular Season,Arsène Wenger,England,male,Arsenal,2,,,2003/2004,Highbury Stadium
Arsène Wenger,England,male,Arsenal,1,England,Premier League,Regular Season,Alan Curbishley,England,male,Charlton Athletic,1,,,2003/2004,The Valley
Arsène Wenger,England,male,Arsenal,0,England,Premier League,Regular Season,Bobby Robson,England,male,Newcastle United,0,,,2003/2004,St. James'' Park
Néstor Gabriel Lorenzo,Colombia,male,Colombia,0,South America,Copa America,Final,Lionel Sebastián Scaloni,Argentina,male,Argentina,1,Brazil,Raphael Claus,2024,Hard Rock Stadium
Marcelo Alberto Bielsa Caldera,Uruguay,male,Uruguay,2,South America,Copa America,3rd Place Final,Jesse Marsch,Canada,male,Canada,2,Venezuela (Bolivarian Republic),Alexis Herrera,2024,Bank of America Stadium
Néstor Gabriel Lorenzo,Colombia,male,Colombia,1,South America,Copa America,Semi-finals,Marcelo Alberto Bielsa Caldera,Uruguay,male,Uruguay,0,Mexico,César Arturo Ramos Palazuelos,2024,Bank of America Stadium
Jesse Marsch,Canada,male,Canada,0,South America,Copa America,Semi-finals,Lionel Sebastián Scaloni,Argentina,male,Argentina,2,Chile,Piero Maza Gomez,2024,MetLife Stadium
Thomas Christiansen Tarín,Panama,male,Panama,0,South America,Copa America,Quarter-finals,Néstor Gabriel Lorenzo,Colombia,male,Colombia,5,Italy,Maurizio Mariani,2024,State Farm Stadium
Dorival Silvestre Júnior,Brazil,male,Brazil,0,South America,Copa America,Quarter-finals,Marcelo Alberto Bielsa Caldera,Uruguay,male,Uruguay,0,Argentina,Darío Herrera,2024,Allegiant Stadium
Jorge Daniel Fossati Lurachi,Peru,male,Peru,0,South America,Copa America,Group Stage,Lionel Sebastián Scaloni,Argentina,male,Argentina,2,Mexico,César Arturo Ramos Palazuelos,2024,Hard Rock Stadium
Thomas Christiansen Tarín,Panama,male,Panama,1,South America,Copa America,Group Stage,Marcelo Alberto Bielsa Caldera,Uruguay,male,Uruguay,3,Chile,Piero Maza Gomez,2024,Hard Rock Stadium
Jesse Marsch,Canada,male,Canada,1,South America,Copa America,Quarter-finals,Fernando Ariel Batista,Venezuela (Bolivarian Republic),male,Venezuela,1,Brazil,Wilton Pereira Sampaio,2024,AT&T Stadium
Félix Sánchez Bas,Ecuador,male,Ecuador,1,South America,Copa America,Quarter-finals,Lionel Sebastián Scaloni,Argentina,male,Argentina,1,Uruguay,Andrés Matonte,2024,NRG Stadium
Ricardo Alberto Gareca Nardi,Chile,male,Chile,0,South America,Copa America,Group Stage,Jesse Marsch,Canada,male,Canada,0,Colombia,Wilmar Alexander Roldán Pérez,2024,Inter&Co Stadium
Gustavo Julio Alfaro,Costa Rica,male,Costa Rica,0,South America,Copa America,Group Stage,Néstor Gabriel Lorenzo,Colombia,male,Colombia,3,Uruguay,Gustavo Tejera,2024,State Farm Stadium
Gregg Berhalter,United States of America,male,United States,1,South America,Copa America,Group Stage,Thomas Christiansen Tarín,Panama,male,Panama,2,El Salvador,Ivan Arcides Barton Cisneros,2024,Mercedes-Benz Stadium
Daniel Oscar Garnero,Paraguay,male,Paraguay,1,South America,Copa America,Group Stage,Gustavo Julio Alfaro,Costa Rica,male,Costa Rica,2,Argentina,Yael Falcón Pérez,2024,Q2 Stadium
Néstor Gabriel Lorenzo,Colombia,male,Colombia,1,South America,Copa America,Group Stage,Dorival Silvestre Júnior,Brazil,male,Brazil,1,Venezuela (Bolivarian Republic),Jesús Valenzuela Sáez,2024,Levi''s Stadium
Marcelo Alberto Bielsa Caldera,Uruguay,male,Uruguay,1,South America,Copa America,Group Stage,Gregg Berhalter,United States of America,male,United States,0,Peru,Kevin Ortega,2024,Arrowhead Stadium
Thomas Christiansen Tarín,Panama,male,Panama,3,South America,Copa America,Group Stage,Antônio Carlos Zago,Bolivia,male,Bolivia,1,Brazil,Edina Alves Batista,2024,Orlando City Stadium
Félix Sánchez Bas,Ecuador,male,Ecuador,0,South America,Copa America,Group Stage,Jaime Arturo Lozano Espín,Mexico,male,Mexico,0,Guatemala,Mario Alberto Escobar Toca,2024,State Farm Stadium
Fernando Ariel Batista,Venezuela (Bolivarian Republic),male,Venezuela,3,South America,Copa America,Group Stage,Heimir Hallgrímsson,Jamaica,male,Jamaica,0,Italy,Maurizio Mariani,2024,Q2 Stadium
Dorival Silvestre Júnior,Brazil,male,Brazil,4,South America,Copa America,Group Stage,Daniel Oscar Garnero,Paraguay,male,Paraguay,1,Chile,Piero Maza Gomez,2024,Allegiant Stadium
Antônio Carlos Zago,Bolivia,male,Bolivia,0,South America,Copa America,Group Stage,Marcelo Alberto Bielsa Caldera,Uruguay,male,Uruguay,5,Paraguay,Juan Gabriel Benítez,2024,MetLife Stadium
Heimir Hallgrímsson,Jamaica,male,Jamaica,1,South America,Copa America,Group Stage,Félix Sánchez Bas,Ecuador,male,Ecuador,3,Chile,Cristián Garay,2024,Allegiant Stadium
Jaime Arturo Lozano Espín,Mexico,male,Mexico,0,South America,Copa America,Group Stage,Fernando Ariel Batista,Venezuela (Bolivarian Republic),male,Venezuela,1,Brazil,Raphael Claus,2024,SoFi Stadium
