season,localTeam,visitorTeam,localGoals,visitorGoals,
2015-16,Mirandes,Zaragoza,1,1,
2015-16,Oviedo,Lugo,2,2,
2015-16,Almeria,Leganes,3,2,
2015-16,Numancia,Tenerife,6,3,
2015-16,Ponferradina,Elche,2,0,
2015-16,'Gimnastic de Tarragona',Albacete,2,2,
2015-16,'Bilbao Athletic',Girona,0,1,
2015-16,Lugo,Llagostera,1,0,
2015-16,Leganes,Cordoba,3,1,
2015-16,Albacete,Huesca,1,1,
2015-16,Girona,Numancia,2,3,
2015-16,Zaragoza,Almeria,3,2,
2015-16,Osasuna,Mirandes,1,0,
2015-16,Alaves,Oviedo,2,0,
2015-16,Elche,'Bilbao Athletic',2,1,
2015-16,Mallorca,Ponferradina,1,0,
2015-16,Valladolid,Alcorcon,2,0,
2015-16,Tenerife,'Gimnastic de Tarragona',1,2,
2015-16,Mirandes,Lugo,1,1,
2015-16,'Gimnastic de Tarragona',Girona,1,0,
2015-16,Huesca,Tenerife,1,1,
2015-16,Numancia,Elche,0,0,
2015-16,'Bilbao Athletic',Mallorca,3,1,
2015-16,Oviedo,Albacete,3,1,
2015-16,Ponferradina,Valladolid,3,0,
2015-16,Llagostera,Alaves,3,0,
2015-16,Cordoba,Alcorcon,1,3,
2015-16,Leganes,Zaragoza,1,1,
2015-16,Almeria,Osasuna,2,1,
2015-16,Elche,'Gimnastic de Tarragona',1,0,
2015-16,Valladolid,'Bilbao Athletic',1,0,
2015-16,Osasuna,Leganes,2,1,
2015-16,Alaves,Mirandes,2,3,
2015-16,Zaragoza,Cordoba,0,1,
2015-16,Girona,Huesca,0,0,
2015-16,Mallorca,Numancia,0,0,
2015-16,Lugo,Almeria,1,0,
2015-16,Albacete,Llagostera,1,0,
2015-16,Alcorcon,Ponferradina,1,0,
2015-16,Tenerife,Oviedo,0,2,
2015-16,Oviedo,Girona,1,2,
2015-16,Leganes,Lugo,0,0,
2015-16,Llagostera,Tenerife,0,2,
2015-16,'Bilbao Athletic',Alcorcon,1,0,
2015-16,Mirandes,Albacete,1,1,
2015-16,Zaragoza,Osasuna,0,1,
2015-16,Almeria,Alaves,0,2,
2015-16,Huesca,Elche,1,3,
2015-16,Numancia,Valladolid,2,2,
2015-16,'Gimnastic de Tarragona',Mallorca,1,0,
2015-16,Cordoba,Ponferradina,1,0,
2015-16,Lugo,Zaragoza,0,0,
2015-16,Ponferradina,'Bilbao Athletic',1,0,
2015-16,Mallorca,Huesca,0,1,
2015-16,Alcorcon,Numancia,1,1,
2015-16,Osasuna,Cordoba,0,0,
2015-16,Elche,Oviedo,1,1,
2015-16,Tenerife,Mirandes,3,0,
2015-16,Alaves,Leganes,0,0,
2015-16,Valladolid,'Gimnastic de Tarragona',0,0,
2015-16,Girona,Llagostera,2,2,
2015-16,Albacete,Almeria,3,0,
2015-16,Almeria,Tenerife,2,2,
2015-16,'Gimnastic de Tarragona',Alcorcon,0,2,
2015-16,Cordoba,'Bilbao Athletic',1,0,
2015-16,Numancia,Ponferradina,1,0,
2015-16,Zaragoza,Alaves,1,0,
2015-16,Oviedo,Mallorca,1,1,
2015-16,Osasuna,Lugo,4,0,
2015-16,Mirandes,Girona,1,0,
2015-16,Llagostera,Elche,4,1,
2015-16,Leganes,Albacete,3,2,
2015-16,Huesca,Valladolid,1,1,
2015-16,Ponferradina,'Gimnastic de Tarragona',2,2,
2015-16,Tenerife,Leganes,0,0,
2015-16,Elche,Mirandes,1,4,
2015-16,'Bilbao Athletic',Numancia,0,0,
2015-16,Alaves,Osasuna,3,0,
2015-16,Valladolid,Oviedo,2,3,
2015-16,Lugo,Cordoba,1,2,
2015-16,Albacete,Zaragoza,1,3,
2015-16,Mallorca,Llagostera,1,0,
2015-16,Alcorcon,Huesca,0,1,
2015-16,Girona,Almeria,1,1,
2015-16,Mirandes,Mallorca,2,2,
2015-16,Oviedo,Alcorcon,3,2,
2015-16,'Gimnastic de Tarragona','Bilbao Athletic',2,1,
2015-16,Leganes,Girona,2,2,
2015-16,Osasuna,Albacete,1,0,
2015-16,Almeria,Elche,2,3,
2015-16,Lugo,Alaves,1,0,
2015-16,Llagostera,Valladolid,3,1,
2015-16,Cordoba,Numancia,3,2,
2015-16,Huesca,Ponferradina,1,1,
2015-16,Zaragoza,Tenerife,2,0,
2015-16,Alcorcon,Llagostera,6,1,
2015-16,Elche,Leganes,0,0,
2015-16,Alaves,Cordoba,3,2,
2015-16,'Bilbao Athletic',Huesca,0,0,
2015-16,Girona,Zaragoza,0,0,
2015-16,Mallorca,Almeria,1,0,
2015-16,Numancia,'Gimnastic de Tarragona',1,1,
2015-16,Albacete,Lugo,2,0,
2015-16,Valladolid,Mirandes,2,1,
2015-16,Ponferradina,Oviedo,4,2,
2015-16,Tenerife,Osasuna,2,2,
2015-16,Huesca,Numancia,2,0,
2015-16,Cordoba,'Gimnastic de Tarragona',2,0,
2015-16,Lugo,Tenerife,2,0,
2015-16,Llagostera,Ponferradina,0,1,
2015-16,Mirandes,Alcorcon,3,0,
2015-16,Zaragoza,Elche,2,0,
2015-16,Alaves,Albacete,1,1,
2015-16,Leganes,Mallorca,0,0,
2015-16,Osasuna,Girona,0,1,
2015-16,Oviedo,'Bilbao Athletic',0,0,
2015-16,Almeria,Valladolid,1,1,
2015-16,Ponferradina,Mirandes,2,2,
2015-16,Valladolid,Leganes,1,1,
2015-16,Tenerife,Alaves,2,0,
2015-16,Mallorca,Zaragoza,0,0,
2015-16,Elche,Osasuna,2,1,
2015-16,'Gimnastic de Tarragona',Huesca,2,0,
2015-16,Girona,Lugo,0,1,
2015-16,Numancia,Oviedo,1,0,
2015-16,Albacete,Cordoba,2,0,
2015-16,Alcorcon,Almeria,0,0,
2015-16,'Bilbao Athletic',Llagostera,2,0,
2015-16,Albacete,Tenerife,1,2,
2015-16,Alaves,Girona,1,0,
2015-16,Leganes,Alcorcon,3,0,
2015-16,Mirandes,'Bilbao Athletic',3,0,
2015-16,Lugo,Elche,1,1,
2015-16,Zaragoza,Valladolid,0,2,
2015-16,Llagostera,Numancia,2,1,
2015-16,Almeria,Ponferradina,1,1,
2015-16,Oviedo,'Gimnastic de Tarragona',2,0,
2015-16,Cordoba,Huesca,1,1,
2015-16,Osasuna,Mallorca,2,1,
2015-16,Mallorca,Lugo,1,1,
2015-16,'Bilbao Athletic',Almeria,0,0,
2015-16,Numancia,Mirandes,2,2,
2015-16,Huesca,Oviedo,0,1,
2015-16,Elche,Alaves,0,1,
2015-16,Valladolid,Osasuna,0,1,
2015-16,Tenerife,Cordoba,1,1,
2015-16,Ponferradina,Leganes,1,0,
2015-16,Girona,Albacete,3,0,
2015-16,'Gimnastic de Tarragona',Llagostera,2,0,
2015-16,Alcorcon,Zaragoza,1,0,
2015-16,Leganes,'Bilbao Athletic',1,0,
2015-16,Osasuna,Alcorcon,1,2,
2015-16,Almeria,Numancia,1,1,
2015-16,Llagostera,Huesca,2,0,
2015-16,Alaves,Mallorca,1,0,
2015-16,Lugo,Valladolid,1,1,
2015-16,Zaragoza,Ponferradina,2,0,
2015-16,Mirandes,'Gimnastic de Tarragona',0,1,
2015-16,Albacete,Elche,1,0,
2015-16,Tenerife,Girona,1,1,
2015-16,Cordoba,Oviedo,2,1,
2015-16,Elche,Tenerife,0,0,
2015-16,Alcorcon,Lugo,1,1,
2015-16,Valladolid,Alaves,1,2,
2015-16,'Gimnastic de Tarragona',Almeria,2,2,
2015-16,Ponferradina,Osasuna,3,0,
2015-16,Mallorca,Albacete,2,0,
2015-16,Huesca,Mirandes,1,2,
2015-16,Oviedo,Llagostera,2,1,
2015-16,Numancia,Leganes,1,2,
2015-16,Girona,Cordoba,1,2,
2015-16,'Bilbao Athletic',Zaragoza,0,1,
2015-16,Lugo,Ponferradina,3,1,
2015-16,Cordoba,Llagostera,2,0,
2015-16,Girona,Elche,0,1,
2015-16,Alaves,Alcorcon,1,1,
2015-16,Tenerife,Mallorca,2,1,
2015-16,Zaragoza,Numancia,2,2,
2015-16,Leganes,'Gimnastic de Tarragona',1,0,
2015-16,Almeria,Huesca,1,2,
2015-16,Albacete,Valladolid,0,1,
2015-16,Osasuna,'Bilbao Athletic',1,1,
2015-16,Mirandes,Oviedo,1,2,
2015-16,Elche,Cordoba,2,1,
2015-16,Ponferradina,Alaves,0,1,
2015-16,'Gimnastic de Tarragona',Zaragoza,3,1,
2015-16,Mallorca,Girona,1,1,
2015-16,Numancia,Osasuna,1,3,
2015-16,Huesca,Leganes,1,1,
2015-16,Alcorcon,Albacete,1,0,
2015-16,Llagostera,Mirandes,0,0,
2015-16,Valladolid,Tenerife,4,1,
2015-16,Oviedo,Almeria,1,0,
2015-16,'Bilbao Athletic',Lugo,1,1,
2015-16,Alaves,'Bilbao Athletic',3,0,
2015-16,Osasuna,'Gimnastic de Tarragona',1,1,
2015-16,Elche,Mallorca,1,1,
2015-16,Cordoba,Mirandes,1,2,
2015-16,Albacete,Ponferradina,2,2,
2015-16,Leganes,Oviedo,1,1,
2015-16,Lugo,Numancia,2,3,
2015-16,Almeria,Llagostera,2,1,
2015-16,Zaragoza,Huesca,3,3,
2015-16,Girona,Valladolid,1,0,
2015-16,Tenerife,Alcorcon,1,2,
2015-16,Valladolid,Elche,1,1,
2015-16,Alcorcon,Girona,1,0,
2015-16,'Gimnastic de Tarragona',Lugo,1,2,
2015-16,Mirandes,Almeria,1,1,
2015-16,Numancia,Alaves,0,1,
2015-16,Oviedo,Zaragoza,1,0,
2015-16,'Bilbao Athletic',Albacete,0,1,
2015-16,Huesca,Osasuna,0,1,
2015-16,Llagostera,Leganes,0,1,
2015-16,Ponferradina,Tenerife,0,1,
2015-16,Cordoba,Mallorca,3,1,
2015-16,Tenerife,'Bilbao Athletic',2,0,
2015-16,Zaragoza,Llagostera,1,0,
2015-16,Elche,Alcorcon,2,0,
2015-16,Albacete,Numancia,0,2,
2015-16,Osasuna,Oviedo,0,0,
2015-16,Mallorca,Valladolid,0,1,
2015-16,Girona,Ponferradina,4,0,
2015-16,Alaves,'Gimnastic de Tarragona',1,3,
2015-16,Lugo,Huesca,1,1,
2015-16,Leganes,Mirandes,4,0,
2015-16,Almeria,Cordoba,0,1,
2015-16,Lugo,Oviedo,2,2,
2015-16,Mallorca,Alcorcon,1,0,
2015-16,Girona,'Bilbao Athletic',2,1,
2015-16,Alaves,Huesca,1,0,
2015-16,Leganes,Almeria,2,1,
2015-16,Valladolid,Cordoba,2,0,
2015-16,Osasuna,Llagostera,3,0,
2015-16,Tenerife,Numancia,0,0,
2015-16,Albacete,'Gimnastic de Tarragona',1,1,
2015-16,Zaragoza,Mirandes,1,2,
2015-16,Elche,Ponferradina,1,0,
2015-16,Alcorcon,Valladolid,0,0,
2015-16,Llagostera,Lugo,0,0,
2015-16,Huesca,Albacete,3,1,
2015-16,Cordoba,Leganes,2,3,
2015-16,Oviedo,Alaves,1,1,
2015-16,Almeria,Zaragoza,2,1,
2015-16,Numancia,Girona,1,1,
2015-16,'Bilbao Athletic',Elche,0,1,
2015-16,Ponferradina,Mallorca,0,2,
2015-16,'Gimnastic de Tarragona',Tenerife,2,1,
2015-16,Mirandes,Osasuna,4,0,
2015-16,Albacete,Oviedo,2,2,
2015-16,Valladolid,Ponferradina,0,0,
2015-16,Tenerife,Huesca,1,1,
2015-16,Zaragoza,Leganes,1,0,
2015-16,Elche,Numancia,0,0,
2015-16,Alcorcon,Cordoba,3,3,
2015-16,Lugo,Mirandes,1,4,
2015-16,Alaves,Llagostera,1,0,
2015-16,Mallorca,'Bilbao Athletic',2,3,
2015-16,Girona,'Gimnastic de Tarragona',1,1,
2015-16,Osasuna,Almeria,0,0,
2015-16,Almeria,Lugo,0,2,
2015-16,Ponferradina,Alcorcon,0,0,
2015-16,'Gimnastic de Tarragona',Elche,1,0,
2015-16,'Bilbao Athletic',Valladolid,0,1,
2015-16,Mirandes,Alaves,0,0,
2015-16,Cordoba,Zaragoza,0,2,
2015-16,Leganes,Osasuna,2,0,
2015-16,Huesca,Girona,0,1,
2015-16,Oviedo,Tenerife,1,0,
2015-16,Llagostera,Albacete,2,0,
2015-16,Numancia,Mallorca,2,0,
2015-16,Albacete,Mirandes,1,1,
2015-16,Alcorcon,'Bilbao Athletic',1,0,
2015-16,Lugo,Leganes,1,2,
2015-16,Mallorca,'Gimnastic de Tarragona',2,2,
2015-16,Ponferradina,Cordoba,1,3,
2015-16,Alaves,Almeria,1,1,
2015-16,Valladolid,Numancia,2,2,
2015-16,Tenerife,Llagostera,3,1,
2015-16,Girona,Oviedo,1,1,
2015-16,Elche,Huesca,1,1,
2015-16,Osasuna,Zaragoza,1,1,
2015-16,Numancia,Alcorcon,1,1,
2015-16,'Bilbao Athletic',Ponferradina,4,2,
2015-16,Llagostera,Girona,0,1,
2015-16,Cordoba,Osasuna,0,1,
2015-16,Leganes,Alaves,2,0,
2015-16,Zaragoza,Lugo,3,1,
2015-16,Mirandes,Tenerife,1,2,
2015-16,'Gimnastic de Tarragona',Valladolid,1,1,
2015-16,Almeria,Albacete,1,0,
2015-16,Oviedo,Elche,3,0,
2015-16,Huesca,Mallorca,1,2,
2015-16,Girona,Mirandes,2,0,
2015-16,Elche,Llagostera,1,1,
2015-16,Mallorca,Oviedo,1,0,
2015-16,'Bilbao Athletic',Cordoba,1,2,
2015-16,Lugo,Osasuna,2,0,
2015-16,Alaves,Zaragoza,0,0,
2015-16,Alcorcon,'Gimnastic de Tarragona',1,1,
2015-16,Valladolid,Huesca,0,1,
2015-16,Ponferradina,Numancia,1,0,
2015-16,Tenerife,Almeria,0,0,
2015-16,Albacete,Leganes,0,3,
2015-16,Mirandes,Elche,1,2,
2015-16,Almeria,Girona,1,0,
2015-16,Numancia,'Bilbao Athletic',3,2,
2015-16,Zaragoza,Albacete,1,0,
2015-16,Oviedo,Valladolid,2,4,
2015-16,Osasuna,Alaves,3,1,
2015-16,Llagostera,Mallorca,3,0,
2015-16,Huesca,Alcorcon,1,0,
2015-16,Cordoba,Lugo,1,2,
2015-16,'Gimnastic de Tarragona',Ponferradina,1,1,
2015-16,Leganes,Tenerife,0,1,
2015-16,Valladolid,Llagostera,3,0,
2015-16,Alaves,Lugo,0,0,
2015-16,Alcorcon,Oviedo,1,0,
2015-16,Albacete,Osasuna,3,1,
2015-16,Elche,Almeria,0,0,
2015-16,Tenerife,Zaragoza,0,0,
2015-16,Ponferradina,Huesca,2,1,
2015-16,Mallorca,Mirandes,1,1,
2015-16,'Bilbao Athletic','Gimnastic de Tarragona',0,4,
2015-16,Girona,Leganes,1,1,
2015-16,Numancia,Cordoba,1,1,
2015-16,Osasuna,Tenerife,0,0,
2015-16,Leganes,Elche,0,0,
2015-16,Huesca,'Bilbao Athletic',1,2,
2015-16,'Gimnastic de Tarragona',Numancia,1,0,
2015-16,Oviedo,Ponferradina,3,0,
2015-16,Cordoba,Alaves,1,2,
2015-16,Mirandes,Valladolid,4,1,
2015-16,Llagostera,Alcorcon,4,0,
2015-16,Lugo,Albacete,2,1,
2015-16,Zaragoza,Girona,0,3,
2015-16,Almeria,Mallorca,1,1,
2015-16,Mallorca,Leganes,3,0,
2015-16,Ponferradina,Llagostera,1,0,
2015-16,Alcorcon,Mirandes,1,0,
2015-16,Elche,Zaragoza,2,1,
2015-16,'Gimnastic de Tarragona',Cordoba,4,4,
2015-16,Girona,Osasuna,0,0,
2015-16,Valladolid,Almeria,1,1,
2015-16,Tenerife,Lugo,1,0,
2015-16,Numancia,Huesca,3,2,
2015-16,Albacete,Alaves,0,1,
2015-16,'Bilbao Athletic',Oviedo,2,1,
2015-16,Lugo,Girona,1,1,
2015-16,Mirandes,Ponferradina,1,0,
2015-16,Llagostera,'Bilbao Athletic',2,1,
2015-16,Almeria,Alcorcon,1,1,
2015-16,Leganes,Valladolid,4,0,
2015-16,Zaragoza,Mallorca,2,1,
2015-16,Oviedo,Numancia,1,0,
2015-16,Alaves,Tenerife,2,2,
2015-16,Cordoba,Albacete,2,3,
2015-16,Huesca,'Gimnastic de Tarragona',2,0,
2015-16,Osasuna,Elche,0,0,
2015-16,Elche,Lugo,2,0,
2015-16,'Bilbao Athletic',Mirandes,1,1,
2015-16,Girona,Alaves,1,0,
2015-16,Numancia,Llagostera,1,1,
2015-16,Valladolid,Zaragoza,1,2,
2015-16,'Gimnastic de Tarragona',Oviedo,0,0,
2015-16,Alcorcon,Leganes,2,0,
2015-16,Ponferradina,Almeria,1,3,
2015-16,Huesca,Cordoba,0,2,
2015-16,Tenerife,Albacete,1,0,
2015-16,Mallorca,Osasuna,1,1,
2015-16,Albacete,Girona,0,3,
2015-16,Leganes,Ponferradina,3,0,
2015-16,Llagostera,'Gimnastic de Tarragona',1,1,
2015-16,Oviedo,Huesca,0,1,
2015-16,Alaves,Elche,0,0,
2015-16,Osasuna,Valladolid,1,0,
2015-16,Lugo,Mallorca,2,1,
2015-16,Cordoba,Tenerife,0,0,
2015-16,Almeria,'Bilbao Athletic',3,2,
2015-16,Mirandes,Numancia,0,2,
2015-16,Zaragoza,Alcorcon,3,1,
2015-16,Huesca,Llagostera,3,1,
2015-16,Alcorcon,Osasuna,0,1,
2015-16,Numancia,Almeria,2,0,
2015-16,Mallorca,Alaves,0,0,
2015-16,Oviedo,Cordoba,1,0,
2015-16,Elche,Albacete,1,1,
2015-16,Valladolid,Lugo,1,1,
2015-16,'Gimnastic de Tarragona',Mirandes,3,2,
2015-16,Girona,Tenerife,1,0,
2015-16,Ponferradina,Zaragoza,1,1,
2015-16,'Bilbao Athletic',Leganes,1,2,
2015-16,Osasuna,Ponferradina,0,0,
2015-16,Llagostera,Oviedo,2,0,
2015-16,Lugo,Alcorcon,1,2,
2015-16,Almeria,'Gimnastic de Tarragona',1,2,
2015-16,Tenerife,Elche,1,1,
2015-16,Alaves,Valladolid,2,1,
2015-16,Albacete,Mallorca,1,0,
2015-16,Zaragoza,'Bilbao Athletic',2,0,
2015-16,Cordoba,Girona,1,0,
2015-16,Mirandes,Huesca,1,0,
2015-16,Leganes,Numancia,2,2,
2015-16,Oviedo,Mirandes,4,1,
2015-16,Mallorca,Tenerife,1,0,
2015-16,Valladolid,Albacete,1,0,
2015-16,Numancia,Zaragoza,2,2,
2015-16,'Gimnastic de Tarragona',Leganes,0,0,
2015-16,Ponferradina,Lugo,2,1,
2015-16,Elche,Girona,1,1,
2015-16,Alcorcon,Alaves,0,1,
2015-16,'Bilbao Athletic',Osasuna,0,0,
2015-16,Llagostera,Cordoba,1,0,
2015-16,Huesca,Almeria,2,1,
2015-16,Albacete,Alcorcon,0,2,
2015-16,Girona,Mallorca,1,0,
2015-16,Tenerife,Valladolid,3,1,
2015-16,Cordoba,Elche,3,1,
2015-16,Leganes,Huesca,2,3,
2015-16,Zaragoza,'Gimnastic de Tarragona',0,1,
2015-16,Lugo,'Bilbao Athletic',2,0,
2015-16,Mirandes,Llagostera,0,0,
2015-16,Alaves,Ponferradina,2,0,
2015-16,Osasuna,Numancia,3,2,
2015-16,Almeria,Oviedo,3,1,
2015-16,Valladolid,Girona,0,0,
2015-16,Alcorcon,Tenerife,2,1,
2015-16,Mallorca,Elche,2,1,
2015-16,Mirandes,Cordoba,0,3,
2015-16,Numancia,Lugo,1,0,
2015-16,Ponferradina,Albacete,2,1,
2015-16,Llagostera,Almeria,0,0,
2015-16,'Gimnastic de Tarragona',Osasuna,1,0,
2015-16,Huesca,Zaragoza,1,1,
2015-16,'Bilbao Athletic',Alaves,2,3,
2015-16,Oviedo,Leganes,0,1,
2015-16,Albacete,'Bilbao Athletic',2,1,
2015-16,Almeria,Mirandes,2,1,
2015-16,Elche,Valladolid,2,2,
2015-16,Girona,Alcorcon,2,0,
2015-16,Tenerife,Ponferradina,1,1,
2015-16,Lugo,'Gimnastic de Tarragona',0,3,
2015-16,Osasuna,Huesca,2,3,
2015-16,Zaragoza,Oviedo,1,0,
2015-16,Alaves,Numancia,2,0,
2015-16,Leganes,Llagostera,2,0,
2015-16,Mallorca,Cordoba,0,1,
2015-16,'Bilbao Athletic',Tenerife,2,0,
2015-16,Numancia,Albacete,2,0,
2015-16,Huesca,Lugo,1,0,
2015-16,Valladolid,Mallorca,1,3,
2015-16,Ponferradina,Girona,0,1,
2015-16,'Gimnastic de Tarragona',Alaves,1,1,
2015-16,Oviedo,Osasuna,0,5,
2015-16,Llagostera,Zaragoza,6,2,
2015-16,Cordoba,Almeria,1,1,
2015-16,Alcorcon,Elche,4,1,
2015-16,Mirandes,Leganes,0,1,
2016-17,Malaga,Osasuna,1,1,
2016-17,Deportivo,Eibar,2,1,
2016-17,Barcelona,Betis,6,2,
2016-17,Granada,Villarreal,1,1,
2016-17,Sevilla,Espanol,6,4,
2016-17,'Sporting de Gijon','Atletico de Bilbao',2,1,
2016-17,'Real Sociedad','Real Madrid',0,3,
2016-17,'Atletico de Madrid',Alaves,1,1,
2016-17,'Celta de Vigo',Leganes,0,1,
2016-17,Valencia,'Las Palmas',2,4,
2016-17,Betis,Deportivo,0,0,
2016-17,Espanol,Malaga,2,2,
2016-17,Osasuna,'Real Sociedad',0,2,
2016-17,Eibar,Valencia,1,0,
2016-17,'Real Madrid','Celta de Vigo',2,1,
2016-17,Leganes,'Atletico de Madrid',0,0,
2016-17,'Las Palmas',Granada,5,1,
2016-17,Alaves,'Sporting de Gijon',0,0,
2016-17,'Atletico de Bilbao',Barcelona,0,1,
2016-17,Villarreal,Sevilla,0,0,
2016-17,'Real Sociedad',Espanol,1,1,
2016-17,'Celta de Vigo','Atletico de Madrid',0,4,
2016-17,'Real Madrid',Osasuna,5,2,
2016-17,Malaga,Villarreal,0,2,
2016-17,Sevilla,'Las Palmas',2,1,
2016-17,Barcelona,Alaves,1,2,
2016-17,'Sporting de Gijon',Leganes,2,1,
2016-17,Valencia,Betis,2,3,
2016-17,Granada,Eibar,1,2,
2016-17,Deportivo,'Atletico de Bilbao',0,1,
2016-17,Betis,Granada,2,2,
2016-17,Leganes,Barcelona,1,5,
2016-17,'Atletico de Madrid','Sporting de Gijon',5,0,
2016-17,Eibar,Sevilla,1,1,
2016-17,'Las Palmas',Malaga,1,0,
2016-17,Osasuna,'Celta de Vigo',0,0,
2016-17,'Atletico de Bilbao',Valencia,2,1,
2016-17,Villarreal,'Real Sociedad',2,1,
2016-17,Espanol,'Real Madrid',0,2,
2016-17,Alaves,Deportivo,0,0,
2016-17,Malaga,Eibar,2,1,
2016-17,Sevilla,Betis,1,0,
2016-17,'Celta de Vigo','Sporting de Gijon',2,1,
2016-17,'Real Madrid',Villarreal,1,1,
2016-17,'Real Sociedad','Las Palmas',4,1,
2016-17,Granada,'Atletico de Bilbao',1,2,
2016-17,Barcelona,'Atletico de Madrid',1,1,
2016-17,Deportivo,Leganes,1,2,
2016-17,Osasuna,Espanol,1,2,
2016-17,Valencia,Alaves,2,1,
2016-17,Betis,Malaga,1,0,
2016-17,Eibar,'Real Sociedad',2,0,
2016-17,'Sporting de Gijon',Barcelona,0,5,
2016-17,'Atletico de Bilbao',Sevilla,3,1,
2016-17,'Las Palmas','Real Madrid',2,2,
2016-17,Leganes,Valencia,1,2,
2016-17,'Atletico de Madrid',Deportivo,1,0,
2016-17,Villarreal,Osasuna,3,1,
2016-17,Espanol,'Celta de Vigo',0,2,
2016-17,Alaves,Granada,3,1,
2016-17,'Real Sociedad',Betis,1,0,
2016-17,Granada,Leganes,0,1,
2016-17,Sevilla,Alaves,2,1,
2016-17,Osasuna,'Las Palmas',2,2,
2016-17,Deportivo,'Sporting de Gijon',2,1,
2016-17,Valencia,'Atletico de Madrid',0,2,
2016-17,'Real Madrid',Eibar,1,1,
2016-17,Espanol,Villarreal,0,0,
2016-17,Malaga,'Atletico de Bilbao',2,1,
2016-17,'Celta de Vigo',Barcelona,4,3,
2016-17,'Las Palmas',Espanol,0,0,
2016-17,Leganes,Sevilla,2,3,
2016-17,Barcelona,Deportivo,4,0,
2016-17,'Atletico de Madrid',Granada,7,1,
2016-17,Betis,'Real Madrid',1,6,
2016-17,Alaves,Malaga,1,1,
2016-17,'Atletico de Bilbao','Real Sociedad',3,2,
2016-17,'Sporting de Gijon',Valencia,1,2,
2016-17,Villarreal,'Celta de Vigo',5,0,
2016-17,Eibar,Osasuna,2,3,
2016-17,Osasuna,Betis,1,2,
2016-17,Espanol,Eibar,3,3,
2016-17,Valencia,Barcelona,2,3,
2016-17,'Real Sociedad',Alaves,3,0,
2016-17,Granada,'Sporting de Gijon',0,0,
2016-17,'Celta de Vigo',Deportivo,4,1,
2016-17,Sevilla,'Atletico de Madrid',1,0,
2016-17,Malaga,Leganes,4,0,
2016-17,Villarreal,'Las Palmas',2,1,
2016-17,'Real Madrid','Atletico de Bilbao',2,1,
2016-17,Leganes,'Real Sociedad',0,2,
2016-17,Eibar,Villarreal,2,1,
2016-17,'Sporting de Gijon',Sevilla,1,1,
2016-17,Alaves,'Real Madrid',1,4,
2016-17,'Atletico de Madrid',Malaga,4,2,
2016-17,Barcelona,Granada,1,0,
2016-17,'Atletico de Bilbao',Osasuna,1,1,
2016-17,Betis,Espanol,0,1,
2016-17,'Las Palmas','Celta de Vigo',3,3,
2016-17,Deportivo,Valencia,1,1,
2016-17,Malaga,'Sporting de Gijon',3,2,
2016-17,Granada,Deportivo,1,1,
2016-17,'Real Sociedad','Atletico de Madrid',2,0,
2016-17,Osasuna,Alaves,0,1,
2016-17,'Las Palmas',Eibar,1,0,
2016-17,'Real Madrid',Leganes,3,0,
2016-17,Espanol,'Atletico de Bilbao',0,0,
2016-17,'Celta de Vigo',Valencia,2,1,
2016-17,Villarreal,Betis,2,0,
2016-17,Sevilla,Barcelona,1,2,
2016-17,Betis,'Las Palmas',2,0,
2016-17,Deportivo,Sevilla,2,3,
2016-17,Barcelona,Malaga,0,0,
2016-17,Eibar,'Celta de Vigo',1,0,
2016-17,'Atletico de Madrid','Real Madrid',0,3,
2016-17,Alaves,Espanol,0,1,
2016-17,Valencia,Granada,1,1,
2016-17,'Sporting de Gijon','Real Sociedad',1,3,
2016-17,'Atletico de Bilbao',Villarreal,1,0,
2016-17,Leganes,Osasuna,2,0,
2016-17,Eibar,Betis,3,1,
2016-17,Malaga,Deportivo,4,3,
2016-17,'Real Madrid','Sporting de Gijon',2,1,
2016-17,Espanol,Leganes,3,0,
2016-17,Sevilla,Valencia,2,1,
2016-17,Villarreal,Alaves,0,2,
2016-17,Osasuna,'Atletico de Madrid',0,3,
2016-17,'Celta de Vigo',Granada,3,1,
2016-17,'Real Sociedad',Barcelona,1,1,
2016-17,'Las Palmas','Atletico de Bilbao',3,1,
2016-17,Granada,Sevilla,2,1,
2016-17,Barcelona,'Real Madrid',1,1,
2016-17,Leganes,Villarreal,0,0,
2016-17,'Atletico de Madrid',Espanol,0,0,
2016-17,Betis,'Celta de Vigo',3,3,
2016-17,'Atletico de Bilbao',Eibar,3,1,
2016-17,'Sporting de Gijon',Osasuna,3,1,
2016-17,Alaves,'Las Palmas',1,1,
2016-17,Valencia,Malaga,2,2,
2016-17,Deportivo,'Real Sociedad',5,1,
2016-17,Malaga,Granada,1,1,
2016-17,Osasuna,Barcelona,0,3,
2016-17,'Real Sociedad',Valencia,3,2,
2016-17,'Las Palmas',Leganes,1,1,
2016-17,'Real Madrid',Deportivo,3,2,
2016-17,Eibar,Alaves,0,0,
2016-17,'Celta de Vigo',Sevilla,0,3,
2016-17,Espanol,'Sporting de Gijon',2,1,
2016-17,Betis,'Atletico de Bilbao',1,0,
2016-17,Villarreal,'Atletico de Madrid',3,0,
2016-17,Alaves,Betis,1,0,
2016-17,'Sporting de Gijon',Villarreal,1,3,
2016-17,'Atletico de Madrid','Las Palmas',1,0,
2016-17,Granada,'Real Sociedad',0,2,
2016-17,Sevilla,Malaga,4,1,
2016-17,Leganes,Eibar,1,1,
