season,localTeam,visitorTeam,localGoals,visitorGoals,
1981-82,'Atletico de Madrid','Atletico de Bilbao',2,0,
1981-82,Barcelona,Cadiz,4,0,
1981-82,Castellon,'Las Palmas',1,1,
1981-82,Hercules,Espanol,2,0,
1981-82,Santander,Betis,2,1,
1981-82,'Real Sociedad','Real Madrid',3,1,
1981-82,Sevilla,Osasuna,2,3,
1981-82,Valladolid,'Sporting de Gijon',2,1,
1981-82,Zaragoza,Valencia,2,0,
1981-82,'Atletico de Bilbao',Sevilla,2,0,
1981-82,'Las Palmas',Barcelona,2,1,
1981-82,'Real Madrid','Atletico de Madrid',2,1,
1981-82,Valencia,Valladolid,3,0,
1981-82,Betis,'Real Sociedad',0,1,
1981-82,Cadiz,Santander,1,0,
1981-82,Espanol,Zaragoza,0,1,
1981-82,'Sporting de Gijon',Castellon,1,0,
1981-82,Osasuna,Hercules,3,1,
1981-82,Barcelona,'Sporting de Gijon',1,0,
1981-82,'Atletico de Madrid',Betis,1,0,
1981-82,Hercules,'Atletico de Bilbao',3,1,
1981-82,Santander,'Las Palmas',3,1,
1981-82,'Real Sociedad',Cadiz,3,0,
1981-82,Sevilla,'Real Madrid',0,0,
1981-82,Valencia,Espanol,1,1,
1981-82,Valladolid,Castellon,2,0,
1981-82,Zaragoza,Osasuna,1,1,
1981-82,Betis,Sevilla,2,0,
1981-82,Cadiz,'Atletico de Madrid',1,0,
1981-82,Castellon,Barcelona,1,6,
1981-82,Espanol,Valladolid,3,1,
1981-82,'Sporting de Gijon',Santander,2,0,
1981-82,'Las Palmas','Real Sociedad',0,0,
1981-82,Osasuna,Valencia,2,1,
1981-82,'Real Madrid',Hercules,2,1,
1981-82,Zaragoza,'Atletico de Bilbao',1,0,
1981-82,Hercules,Betis,3,1,
1981-82,'Atletico de Madrid','Las Palmas',3,1,
1981-82,Espanol,Osasuna,0,1,
1981-82,Santander,Castellon,4,1,
1981-82,'Real Sociedad','Sporting de Gijon',3,0,
1981-82,Sevilla,Cadiz,3,1,
1981-82,Valencia,'Atletico de Bilbao',4,0,
1981-82,Valladolid,Barcelona,2,3,
1981-82,Zaragoza,'Real Madrid',2,2,
1981-82,Barcelona,Santander,5,1,
1981-82,'Las Palmas',Sevilla,3,1,
1981-82,'Real Madrid',Valencia,3,0,
1981-82,'Atletico de Bilbao',Espanol,3,1,
1981-82,Betis,Zaragoza,2,0,
1981-82,Cadiz,Hercules,3,2,
1981-82,Castellon,'Real Sociedad',1,3,
1981-82,'Sporting de Gijon','Atletico de Madrid',3,2,
1981-82,Osasuna,Valladolid,1,1,
1981-82,'Real Sociedad',Barcelona,1,1,
1981-82,'Atletico de Madrid',Castellon,3,0,
1981-82,Espanol,'Real Madrid',1,0,
1981-82,Hercules,'Las Palmas',3,0,
1981-82,Osasuna,'Atletico de Bilbao',0,2,
1981-82,Sevilla,'Sporting de Gijon',0,0,
1981-82,Valencia,Betis,2,1,
1981-82,Valladolid,Santander,0,0,
1981-82,Zaragoza,Cadiz,2,1,
1981-82,Barcelona,'Atletico de Madrid',2,0,
1981-82,'Las Palmas',Zaragoza,2,4,
1981-82,'Real Madrid',Osasuna,1,0,
1981-82,'Atletico de Bilbao',Valladolid,4,0,
1981-82,Betis,Espanol,2,0,
1981-82,Cadiz,Valencia,0,0,
1981-82,Castellon,Sevilla,0,3,
1981-82,'Sporting de Gijon',Hercules,1,1,
1981-82,Santander,'Real Sociedad',2,3,
1981-82,'Atletico de Bilbao','Real Madrid',1,2,
1981-82,'Atletico de Madrid',Santander,0,0,
1981-82,Espanol,Cadiz,1,0,
1981-82,Hercules,Castellon,2,2,
1981-82,Osasuna,Betis,0,1,
1981-82,Sevilla,Barcelona,2,1,
1981-82,Valencia,'Las Palmas',3,2,
1981-82,Valladolid,'Real Sociedad',2,1,
1981-82,Zaragoza,'Sporting de Gijon',1,1,
1981-82,Barcelona,Hercules,5,0,
1981-82,Betis,'Atletico de Bilbao',2,1,
1981-82,Cadiz,Osasuna,1,0,
1981-82,Castellon,Zaragoza,2,1,
1981-82,'Sporting de Gijon',Valencia,1,0,
1981-82,'Las Palmas',Espanol,2,0,
1981-82,Santander,Sevilla,3,0,
1981-82,'Real Sociedad','Atletico de Madrid',1,0,
1981-82,'Real Madrid',Valladolid,3,1,
1981-82,Espanol,'Sporting de Gijon',5,1,
1981-82,'Atletico de Bilbao',Cadiz,3,0,
1981-82,Hercules,Santander,3,4,
1981-82,Osasuna,'Las Palmas',1,3,
1981-82,'Real Madrid',Betis,4,1,
1981-82,Sevilla,'Real Sociedad',2,2,
1981-82,Valencia,Castellon,1,0,
1981-82,Valladolid,'Atletico de Madrid',2,1,
1981-82,Zaragoza,Barcelona,2,2,
1981-82,'Las Palmas','Atletico de Bilbao',2,1,
1981-82,'Atletico de Madrid',Sevilla,1,2,
1981-82,Barcelona,Valencia,5,1,
1981-82,Betis,Valladolid,4,0,
1981-82,Cadiz,'Real Madrid',1,0,
1981-82,Castellon,Espanol,1,4,
1981-82,'Sporting de Gijon',Osasuna,2,0,
1981-82,Santander,Zaragoza,0,1,
1981-82,'Real Sociedad',Hercules,2,1,
1981-82,Zaragoza,'Real Sociedad',3,2,
1981-82,'Atletico de Bilbao','Sporting de Gijon',2,1,
1981-82,Betis,Cadiz,2,0,
1981-82,Espanol,Barcelona,0,4,
1981-82,Hercules,'Atletico de Madrid',0,1,
1981-82,Osasuna,Castellon,4,1,
1981-82,'Real Madrid','Las Palmas',2,1,
1981-82,Valencia,Santander,3,0,
1981-82,Valladolid,Sevilla,2,1,
1981-82,'Las Palmas',Betis,3,1,
1981-82,'Atletico de Madrid',Zaragoza,1,0,
1981-82,Barcelona,Osasuna,2,0,
1981-82,Cadiz,Valladolid,0,0,
1981-82,Castellon,'Atletico de Bilbao',1,2,
1981-82,'Sporting de Gijon','Real Madrid',0,1,
1981-82,Santander,Espanol,2,1,
1981-82,'Real Sociedad',Valencia,4,1,
1981-82,Sevilla,Hercules,0,1,
1981-82,Valencia,'Atletico de Madrid',1,0,
1981-82,'Atletico de Bilbao',Barcelona,1,1,
1981-82,Betis,'Sporting de Gijon',2,0,
1981-82,Cadiz,'Las Palmas',0,2,
1981-82,Espanol,'Real Sociedad',2,1,
1981-82,Osasuna,Santander,2,1,
1981-82,'Real Madrid',Castellon,4,0,
1981-82,Valladolid,Hercules,1,0,
1981-82,Zaragoza,Sevilla,1,4,
1981-82,Castellon,Betis,0,0,
1981-82,'Atletico de Madrid',Espanol,1,0,
1981-82,Barcelona,'Real Madrid',3,1,
1981-82,'Sporting de Gijon',Cadiz,2,1,
1981-82,Hercules,Zaragoza,0,1,
1981-82,Santander,'Atletico de Bilbao',1,3,
1981-82,'Real Sociedad',Osasuna,1,0,
1981-82,Sevilla,Valencia,2,0,
1981-82,Valladolid,'Las Palmas',1,0,
1981-82,'Atletico de Bilbao','Real Sociedad',1,1,
1981-82,Betis,Barcelona,2,0,
1981-82,Cadiz,Castellon,5,1,
1981-82,Espanol,Sevilla,2,0,
1981-82,'Las Palmas','Sporting de Gijon',1,1,
1981-82,Osasuna,'Atletico de Madrid',0,1,
1981-82,'Real Madrid',Santander,4,0,
1981-82,Valencia,Hercules,2,0,
1981-82,Zaragoza,Valladolid,2,1,
1981-82,'Real Madrid','Real Sociedad',1,1,
1981-82,'Atletico de Bilbao','Atletico de Madrid',2,0,
1981-82,Betis,Santander,1,1,
1981-82,Cadiz,Barcelona,1,0,
1981-82,Espanol,Hercules,0,1,
1981-82,'Sporting de Gijon',Valladolid,2,2,
1981-82,'Las Palmas',Castellon,1,3,
1981-82,Osasuna,Sevilla,1,0,
1981-82,Valencia,Zaragoza,2,1,
1981-82,Sevilla,'Atletico de Bilbao',1,0,
1981-82,'Atletico de Madrid','Real Madrid',2,3,
1981-82,Barcelona,'Las Palmas',4,0,
1981-82,Castellon,'Sporting de Gijon',0,2,
1981-82,Hercules,Osasuna,1,2,
1981-82,Santander,Cadiz,2,1,
1981-82,'Real Sociedad',Betis,1,0,
1981-82,Valladolid,Valencia,1,1,
1981-82,Zaragoza,Espanol,2,2,
1981-82,'Sporting de Gijon',Barcelona,0,0,
1981-82,'Atletico de Bilbao',Hercules,3,1,
1981-82,Betis,'Atletico de Madrid',3,1,
1981-82,Cadiz,'Real Sociedad',2,1,
1981-82,Castellon,Valladolid,1,1,
1981-82,Espanol,Valencia,3,2,
1981-82,'Las Palmas',Santander,1,1,
1981-82,Osasuna,Zaragoza,1,0,
1981-82,'Real Madrid',Sevilla,2,1,
1981-82,'Atletico de Bilbao',Zaragoza,4,1,
1981-82,'Atletico de Madrid',Cadiz,1,0,
1981-82,Barcelona,Castellon,4,3,
1981-82,Hercules,'Real Madrid',0,1,
1981-82,Santander,'Sporting de Gijon',1,0,
1981-82,'Real Sociedad','Las Palmas',2,0,
1981-82,Sevilla,Betis,1,1,
1981-82,Valencia,Osasuna,4,1,
1981-82,Valladolid,Espanol,2,4,
1981-82,'Las Palmas','Atletico de Madrid',1,2,
1981-82,'Atletico de Bilbao',Valencia,1,0,
1981-82,Barcelona,Valladolid,3,1,
1981-82,Betis,Hercules,1,2,
1981-82,Cadiz,Sevilla,2,0,
1981-82,Castellon,Santander,0,0,
1981-82,'Sporting de Gijon','Real Sociedad',2,3,
1981-82,Osasuna,Espanol,3,0,
1981-82,'Real Madrid',Zaragoza,3,0,
1981-82,'Atletico de Madrid','Sporting de Gijon',1,1,
1981-82,Espanol,'Atletico de Bilbao',1,0,
1981-82,Hercules,Cadiz,2,1,
1981-82,Santander,Barcelona,0,1,
1981-82,'Real Sociedad',Castellon,3,1,
1981-82,Sevilla,'Las Palmas',0,0,
1981-82,Valencia,'Real Madrid',2,1,
1981-82,Valladolid,Osasuna,2,0,
1981-82,Zaragoza,Betis,3,3,
1981-82,'Atletico de Bilbao',Osasuna,5,1,
1981-82,Betis,Valencia,2,3,
1981-82,Barcelona,'Real Sociedad',2,0,
1981-82,Cadiz,Zaragoza,1,0,
1981-82,Castellon,'Atletico de Madrid',3,0,
1981-82,'Sporting de Gijon',Sevilla,0,2,
1981-82,'Las Palmas',Hercules,2,0,
1981-82,Santander,Valladolid,3,0,
1981-82,'Real Madrid',Espanol,1,1,
1981-82,Valladolid,'Atletico de Bilbao',1,0,
1981-82,'Atletico de Madrid',Barcelona,0,1,
1981-82,Espanol,Betis,2,4,
1981-82,Hercules,'Sporting de Gijon',1,0,
1981-82,Osasuna,'Real Madrid',3,2,
1981-82,'Real Sociedad',Santander,1,1,
1981-82,Sevilla,Castellon,4,0,
1981-82,Valencia,Cadiz,1,0,
1981-82,Zaragoza,'Las Palmas',1,0,
1981-82,Cadiz,Espanol,0,0,
1981-82,Barcelona,Sevilla,2,0,
1981-82,Betis,Osasuna,2,0,
1981-82,Castellon,Hercules,1,2,
1981-82,'Sporting de Gijon',Zaragoza,1,2,
1981-82,'Las Palmas',Valencia,3,0,
1981-82,Santander,'Atletico de Madrid',1,0,
1981-82,'Real Sociedad',Valladolid,4,0,
1981-82,'Real Madrid','Atletico de Bilbao',1,1,
1981-82,'Atletico de Bilbao',Betis,5,1,
1981-82,'Atletico de Madrid','Real Sociedad',2,0,
1981-82,Espanol,'Las Palmas',2,1,
1981-82,Hercules,Barcelona,2,2,
1981-82,Osasuna,Cadiz,6,1,
1981-82,Sevilla,Santander,4,0,
1981-82,Valencia,'Sporting de Gijon',1,0,
1981-82,Valladolid,'Real Madrid',0,0,
1981-82,Zaragoza,Castellon,3,2,
1981-82,Barcelona,Zaragoza,2,1,
1981-82,Castellon,Valencia,1,4,
1981-82,'Las Palmas',Osasuna,0,0,
1981-82,'Atletico de Madrid',Valladolid,2,0,
1981-82,Betis,'Real Madrid',0,0,
1981-82,Cadiz,'Atletico de Bilbao',3,0,
1981-82,'Sporting de Gijon',Espanol,4,1,
1981-82,Santander,Hercules,2,0,
1981-82,'Real Sociedad',Sevilla,1,0,
1981-82,'Atletico de Bilbao','Las Palmas',3,1,
1981-82,Espanol,Castellon,3,2,
1981-82,Hercules,'Real Sociedad',2,0,
1981-82,Osasuna,'Sporting de Gijon',1,1,
1981-82,'Real Madrid',Cadiz,2,0,
1981-82,Sevilla,'Atletico de Madrid',1,0,
1981-82,Valencia,Barcelona,3,0,
1981-82,Valladolid,Betis,3,0,
1981-82,Zaragoza,Santander,1,0,
1981-82,Santander,Valencia,1,1,
1981-82,'Real Sociedad',Zaragoza,3,0,
1981-82,'Atletico de Madrid',Hercules,1,0,
1981-82,Barcelona,Espanol,1,3,
1981-82,Cadiz,Betis,0,2,
1981-82,Castellon,Osasuna,1,1,
1981-82,'Sporting de Gijon','Atletico de Bilbao',1,3,
1981-82,'Las Palmas','Real Madrid',1,0,
1981-82,Sevilla,Valladolid,4,2,
1981-82,Osasuna,Barcelona,3,2,
1981-82,'Atletico de Bilbao',Castellon,2,1,
1981-82,Betis,'Las Palmas',4,1,
1981-82,Espanol,Santander,1,1,
1981-82,Hercules,Sevilla,0,1,
1981-82,'Real Madrid','Sporting de Gijon',1,1,
1981-82,Valencia,'Real Sociedad',1,2,
1981-82,Valladolid,Cadiz,2,0,
1981-82,Zaragoza,'Atletico de Madrid',2,2,
1981-82,'Atletico de Madrid',Valencia,2,1,
1981-82,Barcelona,'Atletico de Bilbao',2,2,
1981-82,Castellon,'Real Madrid',1,2,
1981-82,'Sporting de Gijon',Betis,1,0,
1981-82,Hercules,Valladolid,0,2,
1981-82,'Las Palmas',Cadiz,2,0,
1981-82,Santander,Osasuna,0,3,
1981-82,'Real Sociedad',Espanol,2,1,
1981-82,Sevilla,Zaragoza,5,0,
1981-82,'Atletico de Bilbao',Santander,4,1,
1981-82,Betis,Castellon,3,1,
1981-82,Cadiz,'Sporting de Gijon',3,1,
1981-82,Espanol,'Atletico de Madrid',2,2,
1981-82,'Las Palmas',Valladolid,1,1,
1981-82,Osasuna,'Real Sociedad',0,0,
1981-82,'Real Madrid',Barcelona,3,1,
1981-82,Valencia,Sevilla,3,2,
1981-82,Zaragoza,Hercules,2,2,
1981-82,'Atletico de Madrid',Osasuna,2,1,
1981-82,Barcelona,Betis,2,2,
1981-82,Castellon,Cadiz,0,1,
1981-82,'Sporting de Gijon','Las Palmas',4,0,
1981-82,Hercules,Valencia,2,2,
1981-82,Santander,'Real Madrid',3,2,
1981-82,'Real Sociedad','Atletico de Bilbao',2,1,
1981-82,Sevilla,Espanol,4,1,
1981-82,Valladolid,Zaragoza,2,1,
1981-82,Levante,Salamanca,0,1,
1981-82,'Recreativo de Huelva',Elche,2,1,
1981-82,Murcia,Sabadell,4,1,
1981-82,Mallorca,Alaves,4,1,
1981-82,'Getafe Deportivo','CD Malaga',2,3,
1981-82,'AD Almeria',Burgos,0,0,
1981-82,Oviedo,'Rayo Vallecano',1,0,
1981-82,Castilla,'Atletico Madrileno',1,0,
1981-82,'Linares CF',Deportivo,0,0,
1981-82,Cordoba,'Celta de Vigo',1,1,
1981-82,Salamanca,'Recreativo de Huelva',3,1,
1981-82,Burgos,Levante,5,0,
1981-82,Deportivo,Murcia,2,1,
1981-82,'Rayo Vallecano','AD Almeria',2,0,
1981-82,'Atletico Madrileno',Cordoba,1,1,
1981-82,'CD Malaga',Castilla,1,1,
1981-82,'Celta de Vigo','Linares CF',5,1,
1981-82,Elche,Mallorca,1,0,
1981-82,Alaves,'Getafe Deportivo',1,1,
1981-82,Sabadell,Oviedo,2,1,
1981-82,Castilla,Alaves,2,0,
1981-82,Mallorca,Salamanca,1,0,
1981-82,'AD Almeria',Levante,2,0,
1981-82,'Linares CF','Atletico Madrileno',2,0,
1981-82,'Rayo Vallecano',Sabadell,2,2,
1981-82,Murcia,'Celta de Vigo',0,2,
1981-82,'Recreativo de Huelva',Burgos,3,0,
1981-82,'Getafe Deportivo',Elche,0,1,
1981-82,Cordoba,'CD Malaga',1,1,
1981-82,Oviedo,Deportivo,0,2,
1981-82,Burgos,Mallorca,2,1,
1981-82,Deportivo,'Rayo Vallecano',1,2,
1981-82,'Celta de Vigo',Oviedo,3,2,
1981-82,Levante,'Recreativo de Huelva',1,0,
1981-82,Sabadell,'AD Almeria',0,0,
1981-82,'CD Malaga','Linares CF',2,0,
1981-82,Alaves,Cordoba,5,1,
1981-82,Elche,Castilla,2,0,
1981-82,'Atletico Madrileno',Murcia,0,2,
1981-82,Salamanca,'Getafe Deportivo',3,0,
1981-82,Sabadell,Deportivo,0,0,
1981-82,Mallorca,Levante,3,0,
1981-82,Oviedo,'Atletico Madrileno',3,0,
1981-82,Cordoba,Elche,1,1,
1981-82,'Linares CF',Alaves,1,0,
1981-82,'AD Almeria','Recreativo de Huelva',0,0,
1981-82,'Getafe Deportivo',Burgos,1,2,
1981-82,'Rayo Vallecano','Celta de Vigo',3,1,
1981-82,Murcia,'CD Malaga',1,0,
1981-82,Castilla,Salamanca,2,0,
1981-82,Alaves,Murcia,1,2,
1981-82,'CD Malaga',Oviedo,3,1,
1981-82,Elche,'Linares CF',2,0,
1981-82,'Atletico Madrileno','Rayo Vallecano',3,0,
1981-82,Burgos,Castilla,1,1,
1981-82,'Celta de Vigo',Sabadell,2,2,
1981-82,Levante,'Getafe Deportivo',2,0,
1981-82,Salamanca,Cordoba,4,0,
1981-82,'Recreativo de Huelva',Mallorca,0,0,
1981-82,Deportivo,'AD Almeria',0,0,
1981-82,Castilla,Levante,3,1,
1981-82,'Rayo Vallecano','CD Malaga',1,3,
1981-82,Murcia,Elche,1,1,
1981-82,'Getafe Deportivo','Recreativo de Huelva',2,2,
1981-82,Cordoba,Burgos,1,0,
1981-82,Sabadell,'Atletico Madrileno',4,2,
1981-82,'Linares CF',Salamanca,1,2,
1981-82,Oviedo,Alaves,1,0,
1981-82,Deportivo,'Celta de Vigo',1,1,
1981-82,'AD Almeria',Mallorca,1,2,
1981-82,Salamanca,Murcia,1,0,
1981-82,'Celta de Vigo','AD Almeria',2,1,
1981-82,'Recreativo de Huelva',Castilla,1,1,
1981-82,'Atletico Madrileno',Deportivo,2,2,
1981-82,Mallorca,'Getafe Deportivo',1,1,
1981-82,Elche,Oviedo,1,0,
1981-82,Burgos,'Linares CF',2,2,
1981-82,'CD Malaga',Sabadell,3,0,
1981-82,Levante,Cordoba,1,0,
1981-82,Alaves,'Rayo Vallecano',3,0,
1981-82,Castilla,Mallorca,2,2,
1981-82,Deportivo,'CD Malaga',0,2,
1981-82,'Celta de Vigo','Atletico Madrileno',2,0,
1981-82,Sabadell,Alaves,1,0,
1981-82,'Rayo Vallecano',Elche,2,0,
1981-82,'Linares CF',Levante,1,1,
1981-82,'AD Almeria','Getafe Deportivo',1,3,
1981-82,Murcia,Burgos,1,2,
1981-82,Cordoba,'Recreativo de Huelva',1,1,
1981-82,Oviedo,Salamanca,0,2,
1981-82,Elche,Sabadell,4,2,
1981-82,'Getafe Deportivo',Castilla,2,0,
1981-82,Burgos,Oviedo,3,0,
1981-82,Levante,Murcia,3,1,
1981-82,Alaves,Deportivo,1,0,
1981-82,Salamanca,'Rayo Vallecano',2,1,
1981-82,'CD Malaga','Celta de Vigo',0,0,
1981-82,'Atletico Madrileno','AD Almeria',0,0,
1981-82,'Recreativo de Huelva','Linares CF',0,1,
1981-82,Mallorca,Cordoba,3,0,
1981-82,'AD Almeria',Castilla,1,0,
1981-82,Deportivo,Elche,0,3,
1981-82,Murcia,'Recreativo de Huelva',1,1,
1981-82,Cordoba,'Getafe Deportivo',3,0,
1981-82,'Linares CF',Mallorca,3,1,
1981-82,'Celta de Vigo',Alaves,1,0,
1981-82,'Atletico Madrileno','CD Malaga',0,2,
1981-82,Oviedo,Levante,2,1,
1981-82,'Rayo Vallecano',Burgos,2,0,
1981-82,Sabadell,Salamanca,1,0,
1981-82,Castilla,Cordoba,1,1,
1981-82,Burgos,Sabadell,2,1,
1981-82,'Getafe Deportivo','Linares CF',1,2,
1981-82,Alaves,'Atletico Madrileno',0,0,
1981-82,Mallorca,Murcia,1,1,
1981-82,Levante,'Rayo Vallecano',1,1,
1981-82,Elche,'Celta de Vigo',2,1,
1981-82,'CD Malaga','AD Almeria',2,0,
1981-82,Salamanca,Deportivo,4,0,
1981-82,'Recreativo de Huelva',Oviedo,0,1,
1981-82,Sabadell,Levante,1,1,
1981-82,'Celta de Vigo',Salamanca,0,3,
1981-82,Oviedo,Mallorca,1,1,
1981-82,Deportivo,Burgos,2,1,
1981-82,'Rayo Vallecano','Recreativo de Huelva',0,1,
1981-82,'Atletico Madrileno',Elche,1,1,
1981-82,'AD Almeria',Cordoba,2,1,
1981-82,'CD Malaga',Alaves,3,1,
1981-82,Murcia,'Getafe Deportivo',3,0,
1981-82,'Linares CF',Castilla,1,1,
1981-82,Castilla,Murcia,2,2,
1981-82,Alaves,'AD Almeria',1,1,
1981-82,Mallorca,'Rayo Vallecano',1,0,
1981-82,'Recreativo de Huelva',Sabadell,1,0,
1981-82,Salamanca,'Atletico Madrileno',2,1,
1981-82,Elche,'CD Malaga',1,1,
1981-82,Burgos,'Celta de Vigo',1,1,
1981-82,Cordoba,'Linares CF',0,0,
1981-82,Levante,Deportivo,2,0,
1981-82,'Getafe Deportivo',Oviedo,2,2,
1981-82,'CD Malaga',Salamanca,2,0,
1981-82,Alaves,Elche,1,1,
1981-82,Sabadell,Mallorca,2,1,
1981-82,Deportivo,'Recreativo de Huelva',3,0,
1981-82,Murcia,Cordoba,1,0,
1981-82,'AD Almeria','Linares CF',3,1,
1981-82,'Celta de Vigo',Levante,5,1,
1981-82,'Atletico Madrileno',Burgos,3,3,
1981-82,'Rayo Vallecano','Getafe Deportivo',1,1,
1981-82,Oviedo,Castilla,1,1,
1981-82,Castilla,'Rayo Vallecano',0,1,
1981-82,Elche,'AD Almeria',0,1,
1981-82,Burgos,'CD Malaga',2,0,
1981-82,Salamanca,Alaves,4,0,
1981-82,Cordoba,Oviedo,2,0,
1981-82,'Getafe Deportivo',Sabadell,3,4,
1981-82,'Linares CF',Murcia,2,1,
1981-82,Levante,'Atletico Madrileno',1,1,
1981-82,Mallorca,Deportivo,1,1,
1981-82,'Recreativo de Huelva','Celta de Vigo',0,0,
1981-82,Sabadell,Castilla,3,0,
1981-82,'AD Almeria',Murcia,0,0,
1981-82,'Celta de Vigo',Mallorca,4,0,
1981-82,Alaves,Burgos,0,1,
1981-82,'Atletico Madrileno','Recreativo de Huelva',3,0,
1981-82,Deportivo,'Getafe Deportivo',2,0,
1981-82,'CD Malaga',Levante,3,1,
1981-82,Elche,Salamanca,1,1,
1981-82,Oviedo,'Linares CF',2,1,
1981-82,'Rayo Vallecano',Cordoba,1,1,
1981-82,Levante,Alaves,1,1,
1981-82,Cordoba,Sabadell,0,1,
1981-82,Murcia,Oviedo,3,0,
1981-82,Burgos,Elche,0,1,
1981-82,'Getafe Deportivo','Celta de Vigo',0,2,
1981-82,Castilla,Deportivo,1,2,
1981-82,Mallorca,'Atletico Madrileno',1,0,
1981-82,'Recreativo de Huelva','CD Malaga',0,1,
1981-82,'Linares CF','Rayo Vallecano',0,1,
1981-82,'AD Almeria',Salamanca,1,1,
1981-82,'Celta de Vigo',Castilla,1,2,
1981-82,Oviedo,'AD Almeria',2,1,
1981-82,Deportivo,Cordoba,1,1,
1981-82,Sabadell,'Linares CF',1,1,
1981-82,Alaves,'Recreativo de Huelva',1,0,
1981-82,Elche,Levante,3,0,
1981-82,'Rayo Vallecano',Murcia,0,0,
1981-82,'Atletico Madrileno','Getafe Deportivo',3,1,
1981-82,'CD Malaga',Mallorca,1,0,
1981-82,Salamanca,Burgos,0,0,
1981-82,Elche,'Recreativo de Huelva',1,0,
1981-82,Salamanca,Levante,6,0,
1981-82,'Rayo Vallecano',Oviedo,0,0,
1981-82,'Atletico Madrileno',Castilla,0,0,
1981-82,'Celta de Vigo',Cordoba,3,1,
1981-82,Sabadell,Murcia,1,2,
1981-82,'CD Malaga','Getafe Deportivo',2,2,
1981-82,Deportivo,'Linares CF',3,0,
1981-82,Alaves,Mallorca,3,0,
1981-82,Burgos,'AD Almeria',0,0,
1981-82,Castilla,'CD Malaga',2,2,
1981-82,Levante,Burgos,0,1,
1981-82,'Linares CF','Celta de Vigo',0,5,
1981-82,Murcia,Deportivo,2,1,
1981-82,Oviedo,Sabadell,1,1,
1981-82,'Recreativo de Huelva',Salamanca,2,1,
1981-82,Mallorca,Elche,2,0,
1981-82,Cordoba,'Atletico Madrileno',2,2,
1981-82,'Getafe Deportivo',Alaves,2,0,
1981-82,'AD Almeria','Rayo Vallecano',0,0,
1981-82,Salamanca,Mallorca,2,0,
1981-82,Levante,'AD Almeria',1,0,
1981-82,'CD Malaga',Cordoba,1,1,
1981-82,Elche,'Getafe Deportivo',2,0,
1981-82,Deportivo,Oviedo,1,1,
1981-82,Sabadell,'Rayo Vallecano',1,0,
1981-82,Alaves,Castilla,2,1,
1981-82,'Celta de Vigo',Murcia,4,1,
1981-82,'Atletico Madrileno','Linares CF',0,0,
1981-82,Burgos,'Recreativo de Huelva',1,0,
1981-82,Castilla,Elche,2,1,
1981-82,'Linares CF','CD Malaga',2,2,
1981-82,'AD Almeria',Sabadell,1,2,
1981-82,Cordoba,Alaves,1,0,
1981-82,Oviedo,'Celta de Vigo',1,5,
1981-82,Murcia,'Atletico Madrileno',2,0,
1981-82,'Recreativo de Huelva',Levante,3,0,
1981-82,'Getafe Deportivo',Salamanca,0,1,
1981-82,Mallorca,Burgos,0,0,
1981-82,'Rayo Vallecano',Deportivo,1,0,
1981-82,Elche,Cordoba,2,1,
1981-82,Alaves,'Linares CF',2,0,
1981-82,Salamanca,Castilla,4,0,
1981-82,'Recreativo de Huelva','AD Almeria',0,0,
1981-82,'Atletico Madrileno',Oviedo,0,0,
1981-82,Deportivo,Sabadell,3,1,
1981-82,'CD Malaga',Murcia,2,0,
1981-82,Levante,Mallorca,0,2,
1981-82,'Celta de Vigo','Rayo Vallecano',3,1,
1981-82,Burgos,'Getafe Deportivo',1,0,
1981-82,Castilla,Burgos,2,1,
1981-82,'Linares CF',Elche,0,0,
1981-82,'Getafe Deportivo',Levante,2,1,
1981-82,Cordoba,Salamanca,1,0,
1981-82,'Rayo Vallecano','Atletico Madrileno',1,0,
1981-82,Sabadell,'Celta de Vigo',3,5,
1981-82,Murcia,Alaves,2,1,
1981-82,Oviedo,'CD Malaga',1,2,
1981-82,'AD Almeria',Deportivo,0,0,
1981-82,Mallorca,'Recreativo de Huelva',1,1,
1981-82,Alaves,Oviedo,1,0,
1981-82,'Recreativo de Huelva','Getafe Deportivo',5,0,
1981-82,'Celta de Vigo',Deportivo,1,0,
1981-82,Mallorca,'AD Almeria',2,0,
1981-82,Salamanca,'Linares CF',2,1,
1981-82,'Atletico Madrileno',Sabadell,2,0,
1981-82,'CD Malaga','Rayo Vallecano',5,0,
1981-82,Elche,Murcia,1,1,
1981-82,Levante,Castilla,0,1,
1981-82,Burgos,Cordoba,3,1,
1981-82,Castilla,'Recreativo de Huelva',0,0,
1981-82,Sabadell,'CD Malaga',1,0,
1981-82,'AD Almeria','Celta de Vigo',4,0,
1981-82,Murcia,Salamanca,1,0,
1981-82,'Linares CF',Burgos,3,1,
1981-82,'Getafe Deportivo',Mallorca,1,2,
1981-82,Oviedo,Elche,1,1,
1981-82,Deportivo,'Atletico Madrileno',1,0,
1981-82,Cordoba,Levante,4,0,
1981-82,'Rayo Vallecano',Alaves,1,1,
1981-82,Levante,'Linares CF',0,1,
1981-82,Alaves,Sabadell,3,2,
1981-82,'Getafe Deportivo','AD Almeria',1,1,
1981-82,Mallorca,Castilla,1,1,
1981-82,'CD Malaga',Deportivo,8,0,
1981-82,'Recreativo de Huelva',Cordoba,2,1,
1981-82,Elche,'Rayo Vallecano',0,3,
1981-82,'Atletico Madrileno','Celta de Vigo',1,0,
1981-82,Burgos,Murcia,0,1,
